@relation adult-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Age numeric
@attribute Workclass {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute marital-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute race {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute sex {' Male',' Female'}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}

@data
0.520548,' State-gov',' Assoc-voc',' Widowed',' Prof-specialty',' Unmarried',' White',' Female',0.068491,0,0.397959,' United-States'
0,' Private',' 11th',' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,0.091837,' United-States'
0.232877,' Private',' Some-college',' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,0.397959,' United-States'
0.369863,' Federal-gov',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.657534,' Self-emp-not-inc',' Some-college',' Widowed',' Exec-managerial',' Unmarried',' White',' Female',0,0,0.44898,' United-States'
0.013699,' Private',' Some-college',' Never-married',' Other-service',' Own-child',' White',' Female',0,0,0.153061,' ?'
0.164384,' Private',' Prof-school',' Divorced',' Prof-specialty',' Own-child',' White',' Female',0.02174,0,0.72449,' United-States'
0.027397,' ?',' Some-college',' Never-married',' ?',' Own-child',' White',' Female',0,0,0.397959,' United-States'
0.178082,' ?',' 11th',' Never-married',' ?',' Unmarried',' White',' Male',0,0,0.397959,' United-States'
0.30137,' Private',' HS-grad',' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,0.173469,' United-States'
0.465753,' Private',' Assoc-voc',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.397959,' Canada'
0.328767,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,0.44898,' Mexico'
0.60274,' Self-emp-not-inc',' Some-college',' Widowed',' Machine-op-inspct',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0.273973,' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.60274,' Private',' HS-grad',' Widowed',' Sales',' Not-in-family',' White',' Female',0,0,0.346939,' United-States'
0.082192,' Private',' Some-college',' Never-married',' Exec-managerial',' Other-relative',' Black',' Female',0,0,0.397959,' United-States'
0.260274,' Self-emp-not-inc',' Bachelors',' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,0.397959,' United-States'
0.123288,' Private',' HS-grad',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.09589,' ?',' HS-grad',' Married-civ-spouse',' ?',' Wife',' White',' Female',0,0,0.244898,' United-States'
0.082192,' Federal-gov',' Assoc-acdm',' Never-married',' Exec-managerial',' Own-child',' White',' Female',0,0,0.397959,' Poland'
0.369863,' State-gov',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.273973,' Local-gov',' Bachelors',' Divorced',' Prof-specialty',' Unmarried',' White',' Female',0,0,0.55102,' United-States'
0.054795,' State-gov',' Some-college',' Never-married',' Adm-clerical',' Own-child',' Asian-Pac-Islander',' Female',0,0,0.112245,' United-States'
0.109589,' Private',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' Black',' Female',0.04416,0,0.397959,' Puerto-Rico'
0.575342,' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.054795,' Local-gov',' Some-college',' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0.328767,' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.452055,' Private',' Some-college',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.44898,' United-States'
0.027397,' Private',' HS-grad',' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,0.346939,' United-States'
0.205479,' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0.433196,0.55102,' United-States'
0.150685,' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.428571,' United-States'
0.068493,' Private',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,0.397959,' United-States'
0.219178,' State-gov',' Doctorate',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,0.5,' United-States'
0.315068,' Private',' HS-grad',' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0.068493,' Private',' 10th',' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0.178082,' Self-emp-inc',' Bachelors',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.520408,' United-States'
0.013699,' ?',' 12th',' Never-married',' ?',' Own-child',' White',' Female',0,0,0.234694,' United-States'
0.849315,' Private',' HS-grad',' Married-spouse-absent',' Prof-specialty',' Not-in-family',' White',' Male',0,0,0.05102,' United-States'
0.082192,' Federal-gov',' Some-college',' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,0.397959,' United-States'
0.013699,' Private',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',0,0,0.397959,' United-States'
0.150685,' Private',' Bachelors',' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,0.397959,' United-States'
0.438356,' State-gov',' Masters',' Married-civ-spouse',' Sales',' Husband',' White',' Male',1,0,0.806122,' United-States'
0.410959,' Private',' Some-college',' Separated',' Adm-clerical',' Unmarried',' White',' Female',0,0,0.153061,' Germany'
0.424658,' Private',' HS-grad',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.178082,' Private',' Assoc-voc',' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,0.530612,' United-States'
0.260274,' Private',' Assoc-acdm',' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',0,0,0.295918,' United-States'
0.30137,' Private',' Some-college',' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,0.5,' United-States'
0.30137,' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,0.602041,' United-States'
0.369863,' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,0.704082,' United-States'
0.356164,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.602041,' United-States'
0.082192,' Private',' HS-grad',' Never-married',' Craft-repair',' Unmarried',' White',' Female',0,0,0.326531,' United-States'
0.232877,' Self-emp-not-inc',' Bachelors',' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,0.55102,' United-States'
0.178082,' ?',' Bachelors',' Never-married',' ?',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0.342466,' Self-emp-not-inc',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,0.204082,' United-States'
0.054795,' Private',' Some-college',' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,0.193878,' United-States'
0.109589,' Self-emp-inc',' Bachelors',' Never-married',' Sales',' Not-in-family',' White',' Female',0,0,0.5,' United-States'
0.383562,' Private',' Some-college',' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0.278283,0,0.561224,' United-States'
0.273973,' Private',' 10th',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,0.55102,' United-States'
0.452055,' Local-gov',' 7th-8th',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.315068,' Private',' Bachelors',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.657534,' Private',' HS-grad',' Widowed',' Sales',' Unmarried',' White',' Female',0,0,0.397959,' United-States'
0.068493,' Self-emp-not-inc',' HS-grad',' Never-married',' Prof-specialty',' Unmarried',' White',' Female',1,0,0.397959,' Dominican-Republic'
0.520548,' Self-emp-not-inc',' Assoc-acdm',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.602041,' United-States'
0.438356,' Private',' Masters',' Married-spouse-absent',' Adm-clerical',' Unmarried',' White',' Female',0,0,0.397959,' United-States'
0.041096,' Private',' Some-college',' Never-married',' Other-service',' Own-child',' White',' Female',0,0,0.183673,' United-States'
0.150685,' Private',' HS-grad',' Never-married',' Handlers-cleaners',' Own-child',' Black',' Male',0,0,0.397959,' United-States'
0.493151,' Private',' Some-college',' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,0.377551,' United-States'
0.068493,' Private',' Some-college',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,0.479592,' United-States'
0.547945,' Private',' Masters',' Divorced',' Exec-managerial',' Not-in-family',' White',' Male',0,0.648301,0.5,' United-States'
0.136986,' Private',' HS-grad',' Never-married',' Machine-op-inspct',' Own-child',' White',' Female',0,0,0.336735,' United-States'
0.219178,' Private',' 9th',' Separated',' Adm-clerical',' Not-in-family',' White',' Male',0,0,0.479592,' United-States'
0.328767,' Self-emp-inc',' Bachelors',' Married-civ-spouse',' Sales',' Husband',' White',' Male',1,0,0.653061,' United-States'
0.520548,' Private',' HS-grad',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0.04386,0,0.397959,' United-States'
0.452055,' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0.150242,0,0.397959,' United-States'
0.150685,' Self-emp-not-inc',' Some-college',' Never-married',' Prof-specialty',' Unmarried',' White',' Male',0,0,0.397959,' United-States'
0.082192,' Private',' 10th',' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,0.438776,' United-States'
0.30137,' Private',' Doctorate',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,0.5,' United-States'
0.506849,' Private',' Masters',' Divorced',' Tech-support',' Not-in-family',' White',' Male',0,0,0.397959,' United-States'
0.109589,' Private',' Bachelors',' Never-married',' Tech-support',' Not-in-family',' White',' Male',0,0,0.397959,' United-States'
0.369863,' Private',' Some-college',' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,0.346939,' United-States'
0.657534,' Private',' Masters',' Divorced',' Sales',' Not-in-family',' White',' Male',0,0,0.27551,' United-States'
0.438356,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0.383838,0.989796,' United-States'
0.342466,' State-gov',' Masters',' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',0,0,0.193878,' United-States'
0.726027,' Private',' HS-grad',' Divorced',' Protective-serv',' Not-in-family',' White',' Female',0,0,0.316327,' United-States'
0.328767,' Federal-gov',' Bachelors',' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,0.234694,' United-States'
0.219178,' Private',' Doctorate',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.041096,' Private',' Some-college',' Never-married',' Sales',' Own-child',' White',' Female',0,0,0.295918,' United-States'
0.205479,' Private',' Some-college',' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,0.44898,' United-States'
0.082192,' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Wife',' White',' Female',0,0,0.397959,' United-States'
0.520548,' Private',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.068493,' ?',' 9th',' Never-married',' ?',' Not-in-family',' White',' Male',0,0,0.295918,' United-States'
0.109589,' Private',' HS-grad',' Never-married',' Machine-op-inspct',' Own-child',' White',' Male',0,0,0.397959,' United-States'
0.821918,' ?',' HS-grad',' Widowed',' ?',' Not-in-family',' White',' Female',0,0,0.132653,' United-States'
0.356164,' Private',' HS-grad',' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.273973,' Self-emp-inc',' Some-college',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,0.5,' United-States'
0.589041,' Private',' Assoc-voc',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.602041,' United-States'
0.164384,' Private',' HS-grad',' Never-married',' Other-service',' Own-child',' White',' Female',0,0,0.346939,' United-States'
0.041096,' ?',' 10th',' Never-married',' ?',' Own-child',' White',' Male',0,0,0.397959,' United-States'
0.123288,' Private',' Bachelors',' Never-married',' Adm-clerical',' Other-relative',' White',' Female',0,0,0.5,' United-States'
0.561644,' ?',' HS-grad',' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,0.5,' United-States'
0.054795,' ?',' Some-college',' Never-married',' ?',' Own-child',' White',' Female',0,0,0.020408,' United-States'
0.191781,' Private',' Some-college',' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,0.397959,' Germany'
0.383562,' Federal-gov',' Some-college',' Married-civ-spouse',' Adm-clerical',' Husband',' Black',' Male',0,0,0.193878,' United-States'
0.150685,' Private',' HS-grad',' Never-married',' Exec-managerial',' Not-in-family',' Asian-Pac-Islander',' Female',0,0,0.397959,' England'
0.260274,' Private',' Some-college',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,0.520408,' United-States'
0.369863,' Private',' 5th-6th',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,0.397959,' Mexico'
0.260274,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0.02885,0,0.397959,' United-States'
0.589041,' State-gov',' HS-grad',' Widowed',' Adm-clerical',' Not-in-family',' White',' Female',0,0,0.346939,' United-States'
0.09589,' Private',' Bachelors',' Never-married',' Exec-managerial',' Own-child',' White',' Male',0,0,0.397959,' United-States'
0.178082,' Private',' Bachelors',' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.082192,' Local-gov',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,0.397959,' United-States'
0.369863,' State-gov',' HS-grad',' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',0,0,0.397959,' United-States'
0.30137,' Private',' Some-college',' Never-married',' Other-service',' Unmarried',' Black',' Female',0,0,0.397959,' United-States'
0.465753,' State-gov',' Some-college',' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0.164384,' State-gov',' Some-college',' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.246575,' Private',' Bachelors',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.150685,' Private',' Some-college',' Never-married',' Adm-clerical',' Unmarried',' Black',' Female',0,0,0.397959,' United-States'
0.657534,' Private',' HS-grad',' Divorced',' Other-service',' Other-relative',' White',' Female',0,0,0.132653,' United-States'
0.465753,' Local-gov',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.260274,' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.013699,' ?',' Some-college',' Never-married',' ?',' Own-child',' White',' Female',0,0,0.030612,' United-States'
0.219178,' Private',' HS-grad',' Never-married',' Sales',' Own-child',' White',' Female',0,0,0.193878,' United-States'
0.136986,' Private',' Some-college',' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,0.295918,' United-States'
0.410959,' Private',' Some-college',' Divorced',' Sales',' Own-child',' White',' Male',0,0,0.55102,' United-States'
0.123288,' Private',' HS-grad',' Never-married',' Handlers-cleaners',' Own-child',' White',' Female',0,0,0.397959,' United-States'
0.534247,' State-gov',' Bachelors',' Widowed',' Prof-specialty',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0.191781,' Private',' Some-college',' Never-married',' Sales',' Not-in-family',' White',' Female',0,0,0.602041,' United-States'
0.260274,' Private',' HS-grad',' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,0.5,' United-States'
0.150685,' Private',' HS-grad',' Divorced',' Machine-op-inspct',' Own-child',' White',' Male',0,0,0.397959,' United-States'
0.273973,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,0.5,' United-States'
0.246575,' Private',' Masters',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,0.44898,' United-States'
0.534247,' Self-emp-not-inc',' 1st-4th',' Never-married',' Exec-managerial',' Not-in-family',' Amer-Indian-Eskimo',' Male',0,0,0.653061,' United-States'
0.506849,' Local-gov',' HS-grad',' Widowed',' Other-service',' Unmarried',' Black',' Female',0,0,0.397959,' United-States'
0.260274,' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,0.377551,' United-States'
0.191781,' Private',' 7th-8th',' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,0.397959,' Mexico'
0.219178,' Private',' HS-grad',' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,0.346939,' United-States'
0.205479,' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0.076881,0,0.397959,' United-States'
0.109589,' Private',' HS-grad',' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,0.346939,' United-States'
0.39726,' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,0.5,' United-States'
0.123288,' State-gov',' Some-college',' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.424658,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.5,' United-States'
0.09589,' Private',' Some-college',' Married-civ-spouse',' Other-service',' Own-child',' Asian-Pac-Islander',' Female',0,0,0.346939,' United-States'
0.479452,' ?',' Preschool',' Married-spouse-absent',' ?',' Other-relative',' White',' Male',0,0,0.397959,' Mexico'
0.136986,' Private',' 9th',' Never-married',' Priv-house-serv',' Unmarried',' White',' Female',0,0,0.234694,' Mexico'
0.054795,' Private',' HS-grad',' Never-married',' Adm-clerical',' Unmarried',' White',' Male',0,0,0.397959,' United-States'
0.027397,' Private',' Some-college',' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Female',0,0,0.346939,' United-States'
0.082192,' Private',' Some-college',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.123288,' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.410959,' Private',' Some-college',' Divorced',' Exec-managerial',' Unmarried',' White',' Female',0,0,0.397959,' United-States'
0.534247,' Private',' 9th',' Divorced',' Sales',' Unmarried',' White',' Female',0,0,0.397959,' United-States'
0.191781,' Private',' 9th',' Married-civ-spouse',' Farming-fishing',' Wife',' White',' Female',0,0,0.418367,' United-States'
0.123288,' Private',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,0.397959,' United-States'
0.260274,' Private',' HS-grad',' Divorced',' Sales',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0.164384,' Federal-gov',' Prof-school',' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,0.55102,' United-States'
0.027397,' ?',' Some-college',' Never-married',' ?',' Own-child',' White',' Female',0,0,0.346939,' United-States'
0.69863,' Federal-gov',' Some-college',' Divorced',' Adm-clerical',' Other-relative',' Black',' Female',0.02346,0,0.397959,' United-States'
0.09589,' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,0.5,' United-States'
0.054795,' ?',' 10th',' Never-married',' ?',' Own-child',' Black',' Male',0,0,0.397959,' United-States'
0.39726,' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.150685,' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,0.397959,' United-States'
0.068493,' Private',' Bachelors',' Never-married',' Exec-managerial',' Own-child',' White',' Female',0,0,0.295918,' United-States'
0.315068,' Self-emp-not-inc',' Bachelors',' Married-spouse-absent',' Prof-specialty',' Not-in-family',' White',' Female',0.02174,0,0.397959,' United-States'
0.219178,' Private',' Some-college',' Never-married',' Adm-clerical',' Unmarried',' Asian-Pac-Islander',' Female',0,0,0.346939,' United-States'
0.493151,' ?',' 5th-6th',' Widowed',' ?',' Unmarried',' Black',' Female',0,0,0.295918,' United-States'
0.383562,' Private',' Some-college',' Divorced',' Exec-managerial',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0.232877,' State-gov',' HS-grad',' Divorced',' Transport-moving',' Unmarried',' White',' Female',0,0,0.397959,' United-States'
0.342466,' Local-gov',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',0,0,0.5,' United-States'
0.315068,' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.346939,' United-States'
0.232877,' Private',' Masters',' Never-married',' Tech-support',' Unmarried',' Black',' Female',0,0,0.397959,' ?'
0.671233,' Private',' 9th',' Separated',' Other-service',' Not-in-family',' Black',' Female',0,0,0.295918,' United-States'
0.109589,' Private',' Some-college',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,0.346939,' United-States'
0.315068,' Private',' HS-grad',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,0.5,' United-States'
0.027397,' Private',' HS-grad',' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,0.295918,' United-States'
0.260274,' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.44898,' United-States'
0.438356,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.397959,' United-States'
0,' Private',' 12th',' Never-married',' Other-service',' Own-child',' White',' Female',0,0,0.153061,' United-States'
0.328767,' Private',' 10th',' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,0.602041,' United-States'
0.575342,' ?',' Bachelors',' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.109589,' Private',' Assoc-voc',' Never-married',' Tech-support',' Unmarried',' Black',' Female',0,0,0.397959,' United-States'
0.479452,' Local-gov',' HS-grad',' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,0.561224,' United-States'
0.356164,' Private',' Some-college',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.410959,' State-gov',' Assoc-acdm',' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0.399449,0.397959,' United-States'
0.027397,' Private',' 11th',' Never-married',' Handlers-cleaners',' Other-relative',' White',' Male',0,0,0.295918,' United-States'
0.630137,' Private',' 9th',' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,0.153061,' United-States'
0.232877,' Private',' Bachelors',' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,0.653061,' United-States'
0.410959,' Private',' HS-grad',' Divorced',' Sales',' Unmarried',' White',' Female',0,0,0.44898,' United-States'
0.164384,' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.342466,' Federal-gov',' HS-grad',' Divorced',' Adm-clerical',' Not-in-family',' Black',' Male',0,0,0.397959,' United-States'
0.328767,' Private',' HS-grad',' Never-married',' Sales',' Not-in-family',' White',' Female',0,0,0.5,' United-States'
0.273973,' Private',' HS-grad',' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,0.5,' United-States'
0.315068,' Private',' HS-grad',' Divorced',' Handlers-cleaners',' Not-in-family',' White',' Female',0,0,0.479592,' United-States'
0.465753,' Local-gov',' HS-grad',' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,0.397959,' United-States'
0.273973,' Self-emp-not-inc',' 11th',' Never-married',' Farming-fishing',' Own-child',' White',' Male',0,0,0.367347,' United-States'
0.150685,' Private',' HS-grad',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0.373737,0.602041,' United-States'
0.273973,' Self-emp-inc',' Some-college',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.602041,' United-States'
0.205479,' Private',' Bachelors',' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,0.418367,' United-States'
0.520548,' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,1,' United-States'
0.205479,' Private',' Some-college',' Divorced',' Sales',' Not-in-family',' White',' Male',0,0,0.5,' United-States'
0.260274,' Private',' Some-college',' Never-married',' Tech-support',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0.561644,' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,0.5,' United-States'
0.219178,' Private',' HS-grad',' Never-married',' Handlers-cleaners',' Not-in-family',' Black',' Male',0,0,0.397959,' Jamaica'
0.246575,' Private',' 10th',' Widowed',' Other-service',' Not-in-family',' Black',' Female',0,0.454545,0.397959,' United-States'
0.260274,' Federal-gov',' HS-grad',' Never-married',' Adm-clerical',' Own-child',' Black',' Female',0,0,0.357143,' United-States'
0.575342,' Private',' Assoc-voc',' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0.072981,0,0.397959,' United-States'
0.082192,' Private',' Some-college',' Never-married',' Other-service',' Other-relative',' White',' Female',0,0,0.244898,' United-States'
0.424658,' State-gov',' Some-college',' Never-married',' Prof-specialty',' Not-in-family',' Black',' Female',0,0,0.234694,' United-States'
0.027397,' Private',' Some-college',' Never-married',' Transport-moving',' Own-child',' White',' Male',0,0,0.244898,' United-States'
0.383562,' Private',' HS-grad',' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,0.377551,' United-States'
0.424658,' Private',' HS-grad',' Divorced',' Exec-managerial',' Not-in-family',' White',' Female',0,0,0.397959,' United-States'
0,' Private',' 11th',' Never-married',' Priv-house-serv',' Own-child',' White',' Female',0,0,0.112245,' United-States'
