@relation adult-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.RandomProjection-N4-R42-DGaussian

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute class {' <=50K',' >50K'}

@data
-3.209201,2.071146,2.68751,2.97472,' <=50K'
1.029169,2.652952,-0.932484,1.715543,' <=50K'
2.370271,4.8837,-0.472299,3.066823,' <=50K'
0.274499,5.885988,-1.764064,4.546638,' <=50K'
2.314707,4.24996,-1.720875,2.156694,' <=50K'
2.130488,3.091839,-0.098032,0.294968,' <=50K'
-0.981824,2.669213,-0.033974,1.465771,' <=50K'
-1.348205,2.37918,-0.286293,2.173455,' >50K'
-2.899242,1.611765,-0.235321,2.727388,' >50K'
2.391191,0.562852,-1.228794,-2.538108,' <=50K'
-0.438849,2.077356,0.664172,2.309805,' >50K'
-1.81493,3.162296,0.562423,1.788728,' <=50K'
0.506253,4.126324,-1.185564,0.860374,' <=50K'
-0.987623,2.642848,-0.001055,1.264116,' <=50K'
1.240312,4.845678,3.26641,5.509944,' <=50K'
0.302092,7.60466,1.011938,0.809925,' <=50K'
3.211932,-0.902037,-4.086148,2.200631,' <=50K'
2.56656,5.518853,0.701899,1.040928,' <=50K'
-0.833339,8.187943,0.981405,-0.514975,' <=50K'
3.161515,3.622075,0.530276,3.064572,' <=50K'
-1.129328,-0.848334,-1.279242,1.231426,' >50K'
-0.91209,1.514237,-0.430266,-0.519734,' <=50K'
1.37095,3.226815,0.3574,3.135176,' <=50K'
-1.264847,4.159576,-0.976657,0.098094,' <=50K'
-3.423779,0.311265,-2.235167,2.327322,' <=50K'
-1.840418,3.7516,2.026329,0.640654,' <=50K'
4.578842,4.866978,-0.123775,4.541465,' <=50K'
2.326771,5.035654,-2.395629,2.936246,' <=50K'
3.968067,2.181687,0.004451,3.805897,' >50K'
-1.682486,-0.431233,0.643459,1.931453,' >50K'
-2.678316,0.947011,0.625493,2.194065,' <=50K'
-0.436803,-1.326096,1.381613,1.108933,' >50K'
2.723144,3.822365,1.118294,1.956171,' >50K'
-3.479607,0.24127,-2.144968,1.715609,' <=50K'
1.415473,6.230543,-0.000596,2.756339,' <=50K'
1.536891,-1.113053,-1.976129,1.119492,' <=50K'
-2.066307,-2.848429,-2.245009,0.855551,' >50K'
0.377082,0.417741,0.466846,1.088398,' <=50K'
-3.683952,1.995298,-1.08378,2.225656,' <=50K'
2.621042,0.088831,-0.262421,-0.153778,' <=50K'
-1.142129,0.791444,-1.341265,1.677724,' >50K'
-0.605331,3.08249,-0.725116,1.959369,' >50K'
-0.746616,0.646273,-1.18966,1.374541,' >50K'
-0.424044,6.062658,-0.567993,1.700788,' <=50K'
2.251512,3.195278,0.42222,-0.116919,' <=50K'
-3.318493,0.87587,3.100391,-4.273576,' >50K'
-1.092533,4.979517,-0.669909,1.698814,' <=50K'
-0.49122,3.434401,0.113935,1.393077,' <=50K'
-2.821022,2.630636,-1.265182,-1.730308,' <=50K'
-1.368302,-0.749771,0.673496,0.152834,' <=50K'
0.082264,6.07045,-0.958706,1.701796,' <=50K'
3.308767,5.940187,1.103339,2.11345,' <=50K'
2.555926,2.787436,-0.082559,-0.812028,' <=50K'
-0.88061,5.025961,1.700689,1.190301,' <=50K'
-1.614653,0.180338,-1.235192,1.471345,' <=50K'
-1.057968,0.61696,-1.868866,1.799369,' <=50K'
2.455311,2.361487,0.369813,2.749686,' >50K'
2.176899,6.792471,-0.719292,3.248355,' <=50K'
3.108183,6.810421,-3.116215,1.815497,' <=50K'
3.041343,3.791578,2.237621,0.68311,' <=50K'
1.660299,6.682626,-1.614033,4.997227,' <=50K'
-1.605776,-0.113305,0.483237,1.961649,' <=50K'
-3.584654,0.341435,-2.261216,2.241757,' <=50K'
-0.228834,1.997945,-0.677146,1.420209,' <=50K'
1.19989,0.727589,3.264962,3.452134,' >50K'
1.860576,4.661562,1.051971,-0.775144,' <=50K'
2.087075,4.330996,0.636921,2.998751,' <=50K'
0.995987,5.770505,-0.616805,2.599852,' <=50K'
-0.71725,2.559011,0.083587,1.168265,' >50K'
-0.654679,2.528344,0.117069,1.064599,' >50K'
-3.703458,0.845134,4.27145,3.400474,' <=50K'
2.189066,6.765205,-0.483099,1.528678,' <=50K'
0.398004,5.920917,-1.564131,2.112565,' <=50K'
1.493547,-1.374182,0.52559,1.345242,' >50K'
-0.979128,2.628948,0.015498,1.17962,' >50K'
-2.745844,6.149904,-1.916671,2.781485,' <=50K'
1.158042,4.438748,-1.77142,1.144335,' <=50K'
-5.937342,2.496566,0.911229,2.25941,' <=50K'
-3.64945,0.348853,-2.26587,2.173057,' >50K'
-1.178121,5.848001,0.667806,2.830478,' <=50K'
0.230642,6.811415,0.230771,2.942085,' <=50K'
1.201412,5.406186,-1.644675,3.188311,' <=50K'
1.165216,6.388093,-0.111943,1.093959,' <=50K'
-2.038836,-1.924158,0.549973,1.85029,' >50K'
1.790919,5.399722,-2.614976,2.442674,' <=50K'
-1.040527,-0.871586,-0.340132,0.080543,' <=50K'
-1.391864,1.363778,2.286846,3.052412,' <=50K'
-1.268029,-0.185822,-1.28364,2.703752,' <=50K'
-1.442551,4.888238,-0.931912,1.930291,' <=50K'
4.272059,3.19997,3.656949,3.065114,' <=50K'
-0.20452,4.830643,1.772986,1.571164,' <=50K'
1.502795,4.316003,0.383916,1.686665,' <=50K'
2.2864,4.63684,-0.221459,2.28039,' <=50K'
0.392878,6.776974,-0.750656,1.633468,' >50K'
2.946196,3.491552,1.620651,3.470218,' <=50K'
-0.586064,2.321272,0.560386,2.519756,' >50K'
2.527498,2.690505,-3.36257,1.393353,' <=50K'
1.051879,5.90289,-0.621389,1.08453,' <=50K'
3.393226,5.767809,0.052964,3.244183,' <=50K'
-2.434117,10.468663,2.985014,1.386448,' <=50K'
-1.288468,2.225769,-0.227064,2.036256,' >50K'
2.168404,6.421901,1.884981,1.690276,' <=50K'
1.687998,5.256873,-2.244282,2.271453,' >50K'
1.158042,4.438748,-1.77142,1.144335,' <=50K'
0.050099,5.532572,-0.905719,1.853286,' <=50K'
-2.954385,2.120142,0.27646,2.22108,' >50K'
-3.430087,4.031318,-0.051408,1.214286,' <=50K'
-0.047087,2.407977,1.760258,1.026922,' <=50K'
-3.634044,-2.337561,0.232784,1.986144,' <=50K'
-3.742624,-0.115663,-1.531187,1.843844,' <=50K'
-3.837042,-0.796393,-0.415488,4.158644,' <=50K'
-2.13099,5.144559,1.374193,1.064029,' <=50K'
0.208282,0.74433,-1.058348,2.570683,' <=50K'
-0.288874,3.771524,-1.161843,1.6798,' <=50K'
-2.760684,1.519515,-0.13116,2.321773,' >50K'
-3.775881,-0.85264,3.211686,0.303926,' <=50K'
0.745342,4.057821,-1.117663,0.816356,' <=50K'
3.347743,5.525666,-1.755759,3.11027,' <=50K'
2.008862,4.36933,0.595068,3.128334,' <=50K'
-0.008067,-0.953577,1.137891,3.3803,' <=50K'
-2.410965,6.33787,0.983872,2.275018,' <=50K'
-2.382877,2.115362,0.243153,0.902948,' <=50K'
1.466145,1.136165,0.635736,3.194712,' <=50K'
-0.998815,2.697012,-0.06708,1.634764,' <=50K'
-3.796227,-0.162409,-1.469816,1.404497,' >50K'
-0.622413,6.183177,0.060555,3.097573,' <=50K'
2.229954,6.742688,-1.353316,2.535899,' <=50K'
-0.435069,7.099304,-1.303251,1.143684,' <=50K'
1.005619,2.40831,1.04118,-0.318235,' <=50K'
-1.505192,7.630602,-0.230301,2.158245,' <=50K'
-3.860209,-0.67124,-1.599097,1.960254,' >50K'
-3.684504,-0.192828,-1.440051,1.395446,' <=50K'
-1.210588,5.175954,0.958051,1.549118,' <=50K'
1.938254,4.402839,0.084402,2.504138,' <=50K'
-5.521336,6.190868,-1.341001,2.602138,' >50K'
2.228782,3.656866,-0.915233,2.660081,' >50K'
-2.482587,6.55959,0.321214,2.133069,' <=50K'
-2.032504,-1.06916,-0.154866,-0.456127,' <=50K'
-0.295296,3.028423,-2.512825,2.782595,' <=50K'
4.416108,5.842662,2.469111,5.234349,' <=50K'
-2.156457,7.656573,-1.970997,4.50873,' <=50K'
-2.598359,-0.169394,-1.639632,2.581915,' <=50K'
0.820604,-0.325625,-1.291162,0.533258,' <=50K'
-1.864897,0.521993,-0.053482,2.326252,' >50K'
4.345793,4.265181,-4.553557,1.282799,' <=50K'
-0.370871,3.446397,0.340829,0.62021,' >50K'
0.632117,4.024664,-0.566443,2.310841,' >50K'
0.760065,5.968029,-0.681482,1.004642,' <=50K'
-2.907434,3.984335,-2.893784,0.415678,' <=50K'
-2.696776,7.256473,4.222224,-2.020724,' <=50K'
0.112422,-0.288649,0.479269,4.566537,' <=50K'
-1.576221,0.171237,-1.226634,1.478092,' <=50K'
2.065743,5.362383,-2.587989,2.691555,' <=50K'
1.177928,0.567421,-0.898019,0.935487,' >50K'
1.654475,-0.938485,0.595583,3.005483,' >50K'
-2.635026,2.418987,0.038765,1.580551,' >50K'
-3.302379,5.577228,1.269448,-1.400484,' <=50K'
-2.685637,5.865342,2.569074,-0.697099,' <=50K'
2.584365,-0.967279,0.040824,3.402821,' <=50K'
-1.678845,0.118509,-2.071078,2.053298,' >50K'
1.084641,4.561351,-0.348992,0.914725,' <=50K'
1.437679,-0.196576,0.004188,0.318113,' <=50K'
0.162681,3.801354,1.213913,2.969164,' <=50K'
0.542964,-0.025726,-0.226084,2.203915,' >50K'
-0.826372,0.150842,-0.417779,0.847046,' <=50K'
-4.618697,-0.47657,-0.755709,4.995956,' <=50K'
-2.211985,0.193872,0.595236,1.506274,' <=50K'
0.58451,4.310199,-0.560893,3.458178,' <=50K'
-0.894251,-3.500906,0.068791,3.72441,' >50K'
0.746184,-3.651298,-0.630306,1.912787,' <=50K'
0.911361,6.760807,-2.562087,2.209066,' <=50K'
-0.295879,1.066228,-1.139525,1.439485,' <=50K'
-1.155241,2.77368,-0.150785,1.89393,' <=50K'
0.785818,-0.366967,-0.35343,2.152776,' >50K'
1.128918,4.825821,-0.194392,2.244202,' <=50K'
-0.608695,1.36465,2.589815,2.700305,' <=50K'
-0.300291,1.985106,0.768334,1.90419,' >50K'
0.500822,7.313672,4.111273,2.828712,' <=50K'
1.76565,5.322198,1.071339,2.052367,' <=50K'
-2.634085,0.964276,0.601132,2.402467,' <=50K'
-1.757625,0.445076,0.033938,1.972471,' <=50K'
-0.10959,0.568648,0.31449,1.260929,' <=50K'
1.669107,-2.665582,0.557853,4.721156,' <=50K'
1.148435,7.724855,1.123386,2.610969,' <=50K'
-1.0301,2.712346,-0.083821,1.686597,' <=50K'
1.546858,0.260321,-1.701468,3.004879,' <=50K'
0.003175,4.271946,0.728269,0.458505,' >50K'
-1.22623,5.183621,0.94968,1.575035,' <=50K'
-0.5567,7.963271,0.432845,1.144483,' <=50K'
1.099638,0.877439,0.145512,1.563384,' <=50K'
4.04913,6.557636,-2.073087,3.111761,' <=50K'
-1.576221,0.171237,-1.226634,1.478092,' <=50K'
-0.71533,0.630939,-1.172919,1.322708,' >50K'
0.717719,5.706118,-1.981896,2.638643,' >50K'
-2.104311,-1.140492,0.334901,3.543654,' >50K'
1.876175,1.646541,1.185459,1.273895,' <=50K'
2.437205,4.74259,-0.050318,3.430396,' <=50K'
-4.406035,3.021248,-2.138892,-0.114614,' <=50K'
4.60411,4.327396,0.091691,1.824322,' <=50K'
-1.893162,1.070183,-0.420512,0.284524,' <=50K'
3.156781,4.706297,-1.361265,1.97796,' <=50K'
-2.834446,1.604347,-0.230667,2.796087,' >50K'
-4.503442,5.774474,0.214451,1.42965,' <=50K'
2.817775,2.789269,-1.171157,2.248601,' <=50K'
-1.633531,5.621122,-1.281687,3.229752,' <=50K'
-0.526483,1.08291,0.625609,3.489942,' <=50K'
-0.529054,1.466157,-1.770964,1.674708,' <=50K'
-0.887398,0.715274,-1.264994,1.60779,' <=50K'
-1.803176,-0.323401,0.51884,2.483517,' >50K'
2.320783,6.055574,-0.160477,1.581699,' <=50K'
-0.579942,7.177016,-0.383799,0.462812,' <=50K'
2.184609,3.440861,-3.367653,0.572691,' <=50K'
-2.046024,-0.106505,1.003812,4.855132,' <=50K'
-0.814954,-0.238363,-1.11472,0.668462,' >50K'
2.179496,2.916471,-1.562228,2.410176,' <=50K'
-0.745583,2.425881,1.363982,3.169923,' <=50K'
3.084566,-0.863952,-4.124283,2.235598,' <=50K'
-2.045188,4.576063,-0.349772,1.740946,' <=50K'
2.883403,6.308286,-2.530626,3.136938,' <=50K'
-2.040398,5.759107,2.551832,-1.622881,' <=50K'
-0.067728,-3.393523,-0.908284,-1.460432,' <=50K'
-2.081046,-0.463566,1.103512,1.737337,' <=50K'
-5.265199,0.464248,0.021318,2.813037,' <=50K'
0.217272,4.63902,-0.605986,-1.979011,' <=50K'
2.205793,5.312554,-4.413601,1.580669,' <=50K'
1.582653,2.964878,-1.510907,1.810273,' <=50K'
0.370924,4.638492,1.579768,0.953427,' <=50K'
1.098807,5.87989,-0.596277,1.00678,' <=50K'
-1.075754,1.593717,2.715451,0.717428,' >50K'
-3.865514,0.859478,-1.75465,1.411309,' >50K'
0.5931,1.058733,-2.741132,1.828026,' <=50K'
0.524279,5.475771,0.111878,2.699513,' <=50K'
0.14064,-1.367622,-0.314281,1.668186,' >50K'
-2.878119,2.69709,0.46802,1.02283,' <=50K'
-0.793271,4.610223,1.389414,3.396231,' >50K'
-2.983886,1.825014,-0.305626,2.833673,' >50K'
1.258035,2.943061,-0.240236,1.142008,' <=50K'
1.098807,5.87989,-0.596277,1.00678,' <=50K'
-1.992433,-0.119687,-4.634395,2.680973,' <=50K'
-0.418497,2.947108,-0.571108,1.332929,' >50K'
-3.478794,-0.274979,-2.269595,2.340065,' >50K'
1.606544,6.902198,-1.506797,2.512452,' <=50K'
-1.231494,5.803053,1.22138,-0.457907,' <=50K'
-0.474168,-2.525792,0.925921,-1.974437,' >50K'
-1.542035,5.743412,-4.292788,2.249916,' <=50K'
-2.122702,-0.239813,0.437915,2.484751,' >50K'
3.943817,6.718085,0.372422,2.863656,' <=50K'
-0.858032,2.628012,0.008253,1.401515,' >50K'
-2.921459,-0.088922,-1.716466,2.553859,' <=50K'
-0.402724,4.359847,4.671689,-1.231871,' <=50K'
-1.760408,0.486935,-0.767496,1.514296,' >50K'
-0.21875,0.19157,0.040144,2.963442,' >50K'
-1.222002,6.048505,0.031036,3.405526,' <=50K'
2.940219,5.177113,0.824314,2.419206,' <=50K'
0.745342,4.057821,-1.117663,0.816356,' <=50K'
-1.784627,-0.604244,-0.618232,0.60916,' <=50K'
-1.471839,7.064377,-1.84252,1.613932,' >50K'
-1.946921,1.06428,0.409392,2.046634,' >50K'
-0.875636,0.599516,0.557662,2.185859,' >50K'
-0.603152,1.577467,1.624928,1.00295,' >50K'
-0.120988,5.005095,0.916267,3.314795,' <=50K'
3.334028,-0.154034,-1.690665,2.997129,' >50K'
4.963005,5.8254,-1.388366,-0.167055,' <=50K'
1.37277,2.182488,0.832328,3.581559,' <=50K'
0.13882,0.227152,-0.741261,2.275622,' >50K'
-3.978844,1.395014,2.856511,2.002415,' <=50K'
-1.061893,7.864895,1.038354,2.413436,' <=50K'
1.76186,5.438304,-2.660545,2.666873,' <=50K'
0.046951,-1.097373,1.311419,2.444095,' <=50K'
-1.01234,0.889408,-0.018487,1.876345,' <=50K'
-2.800465,1.548748,-0.164454,2.458103,' >50K'
0.808852,3.211895,-0.540634,2.23832,' <=50K'
-2.426972,2.025086,-1.153196,-0.02533,' <=50K'
-1.391924,1.852767,-0.671097,-1.371019,' <=50K'
-2.556121,0.36254,0.411086,2.076439,' <=50K'
-2.946169,1.634765,-0.260433,2.805138,' >50K'
2.148392,7.533261,2.435873,1.084624,' <=50K'
-1.18606,2.466639,-0.968968,3.422456,' >50K'
3.355842,2.715658,-1.31877,1.013016,' <=50K'
3.230544,2.157156,-0.351675,4.153608,' <=50K'
0.457395,7.220142,1.743723,2.403919,' <=50K'
-0.408133,-0.075703,0.010122,-0.589279,' >50K'
0.640144,5.761326,-1.381044,1.064969,' <=50K'
-0.02257,-0.465233,-2.218127,1.327994,' <=50K'
1.355763,5.826969,-0.548833,1.109212,' <=50K'
-0.893768,2.596847,0.049168,1.108616,' >50K'
-1.146836,5.832668,0.684547,2.778644,' <=50K'
-3.281873,-0.199732,-2.189232,1.979852,' >50K'
1.228398,5.865054,-0.586969,1.144179,' <=50K'
-2.166419,0.376062,1.536064,2.481358,' >50K'
1.966089,5.382018,-2.605293,2.645399,' <=50K'
-0.085293,3.566974,0.373832,1.887804,' <=50K'
0.568118,1.000165,1.280598,1.526878,' >50K'
0.949622,0.335483,0.199259,3.192586,' >50K'
1.931661,4.720879,1.779079,1.199174,' <=50K'
0.299953,4.934016,-2.572839,1.203249,' <=50K'
2.975963,6.849696,-0.269477,1.529253,' <=50K'
1.300298,2.684409,0.673092,4.196893,' <=50K'
-3.650989,3.049824,0.324091,1.261157,' >50K'
-5.351406,-3.340146,0.606858,1.615008,' >50K'
2.497573,-1.183794,-3.533773,2.020336,' <=50K'
-1.825153,0.273773,-1.335825,1.749681,' <=50K'
-1.951824,5.5951,2.539455,3.051853,' <=50K'
-2.576205,9.049397,-0.727769,1.47837,' <=50K'
-0.051569,4.685235,1.258309,2.763517,' >50K'
0.282807,4.187161,-1.245095,0.878475,' <=50K'
2.818734,6.088842,1.903021,3.891346,' <=50K'
1.451843,5.804217,-0.527438,1.126078,' <=50K'
-1.52804,-0.188609,-0.045916,0.136501,' >50K'
-1.222022,1.256195,2.407748,2.594964,' >50K'
-3.669354,7.580608,0.804314,2.579533,' <=50K'
3.055376,4.541572,-1.719964,2.47335,' <=50K'
-0.655066,-3.58526,0.200728,1.409941,' >50K'
0.923188,4.774419,-2.276602,2.443703,' <=50K'
-6.058457,2.798252,0.117682,2.418755,' <=50K'
-3.717359,6.271215,-1.789213,1.851143,' <=50K'
-3.276342,-2.507101,0.675506,2.163235,' <=50K'
-0.574188,1.845246,0.124109,2.274836,' <=50K'
2.379893,4.646727,0.422558,-1.103814,' <=50K'
-1.415345,0.141067,-1.200585,1.563657,' <=50K'
0.760167,-0.109482,-1.419174,2.848783,' <=50K'
1.22125,5.858821,-0.578786,1.085599,' <=50K'
-1.556713,-0.537474,-0.647642,1.052833,' <=50K'
-1.759736,-2.167336,-3.975211,0.104386,' >50K'
3.960208,4.95249,-4.04089,1.954639,' <=50K'
2.598998,6.499933,0.343366,1.494172,' <=50K'
-0.871417,1.322558,0.604248,1.855076,' >50K'
3.557222,6.111612,0.995254,3.093127,' <=50K'
1.063059,0.249555,0.640982,1.446302,' >50K'
-1.19368,8.406623,-1.012805,2.738282,' <=50K'
-4.241536,2.973331,0.426429,2.162525,' <=50K'
1.002087,5.100342,-0.786296,3.906672,' <=50K'
0.422761,1.852572,0.389987,-1.405823,' <=50K'
-0.470134,2.092689,0.647431,2.361638,' >50K'
-1.043204,-0.245512,-0.445218,2.816467,' <=50K'
-1.401418,1.889409,0.871333,3.431097,' >50K'
0.413627,-0.045353,0.288478,2.443875,' >50K'
3.773821,5.108605,-0.311911,1.162822,' <=50K'
-4.367217,8.417794,2.52921,4.126501,' <=50K'
-1.599163,5.580986,2.102953,1.783745,' <=50K'
-3.52293,0.299293,-0.527176,0.846043,' <=50K'
-0.415277,-0.528934,-0.139228,1.952169,' <=50K'
0.557023,6.158346,-0.488041,0.310313,' <=50K'
0.608833,6.742704,1.402258,2.646503,' <=50K'
-0.426989,4.869237,1.057419,3.385515,' <=50K'
-1.131194,5.825001,0.692917,2.752728,' <=50K'
-4.828487,1.041751,2.001008,3.208127,' <=50K'
1.448298,5.489184,-1.45214,4.355183,' <=50K'
-1.802628,2.246344,-0.303642,3.29666,' >50K'
-1.537496,0.577531,-0.199387,0.075911,' >50K'
0.977912,5.253435,0.354621,1.947933,' >50K'
2.485285,4.14556,0.837998,2.409416,' <=50K'
0.02294,5.925531,-1.386013,0.515221,' <=50K'
0.055261,0.67048,0.191757,2.587866,' >50K'
3.366064,5.002761,2.115757,3.08323,' <=50K'
0.960827,3.08873,-0.399274,1.634423,' <=50K'
-4.672858,-0.86434,2.962184,2.408821,' <=50K'
-3.074978,-0.499522,-1.044093,2.500678,' <=50K'
-1.092671,2.743013,-0.117303,1.790263,' <=50K'
3.965918,6.078873,-4.20013,2.506781,' <=50K'
-3.621934,-0.223495,-1.406569,1.29178,' >50K'
-1.16694,7.966345,0.086193,0.529196,' <=50K'
-3.913972,5.00732,-1.002916,1.110635,' <=50K'
-1.744723,-1.193684,0.450966,3.322773,' >50K'
0.291,3.546997,-1.523786,4.196616,' <=50K'
-3.613844,0.850805,-1.034143,2.508753,' <=50K'
-1.896182,0.537326,-0.070223,2.378086,' <=50K'
-1.81797,0.498992,-0.028371,2.248503,' <=50K'
-1.762983,5.940126,-3.603478,2.105173,' <=50K'
-4.331148,-0.422438,-0.462943,2.930589,' >50K'
1.564481,5.767131,-0.904818,1.770475,' <=50K'
-1.88054,0.529659,-0.061852,2.352169,' <=50K'
0.828513,4.584973,0.130952,7.26809,' <=50K'
1.454197,3.370022,1.480477,1.700412,' <=50K'
3.845705,0.414164,-4.63787,3.096842,' >50K'
-0.697264,0.759322,0.120094,1.53038,' <=50K'
-2.148253,0.354244,-1.412659,1.721626,' <=50K'
-0.434501,5.921173,-4.175198,4.652156,' >50K'
-0.216033,7.474717,-0.367951,0.622017,' <=50K'
3.00224,9.837784,0.503092,4.189155,' >50K'
2.083752,4.374104,-0.293541,4.625247,' >50K'
-1.468974,0.723233,-0.346143,2.805197,' >50K'
1.050014,6.23719,1.813818,0.900267,' <=50K'
0.538787,5.851916,-1.488797,1.879316,' <=50K'
-0.837123,3.494903,0.047462,-3.577947,' <=50K'
-0.587077,2.70447,0.072511,1.254605,' >50K'
0.328596,8.814048,1.58261,1.340898,' <=50K'
1.376281,2.367959,0.128702,2.04193,' <=50K'
-1.407494,0.856671,-0.6533,2.404116,' >50K'
1.045162,5.443464,-0.6048,-0.541449,' <=50K'
-2.091093,-1.260997,0.49698,2.191328,' <=50K'
3.158965,5.880276,1.074619,2.169214,' <=50K'
-3.45716,6.968311,1.315921,2.292679,' <=50K'
0.046068,6.268266,1.289188,1.155453,' <=50K'
4.174957,7.585968,0.142545,2.066978,' <=50K'
-3.176887,1.664605,0.394217,5.372766,' <=50K'
0.982372,8.057061,-0.135919,-0.699858,' <=50K'
2.343193,3.884788,0.19358,1.757446,' <=50K'
3.870799,4.178164,-2.330766,2.139626,' >50K'
1.721185,1.618687,1.453297,3.178329,' >50K'
-2.26265,0.315323,0.958565,0.27337,' <=50K'
-0.220752,4.55426,1.156099,2.767685,' <=50K'
-0.691924,5.018735,0.051739,4.496927,' <=50K'
-0.617221,4.449715,2.426743,1.243185,' <=50K'
1.495594,5.757032,-0.405815,2.561982,' >50K'
-3.336737,0.671073,0.625114,4.570734,' <=50K'
-0.032518,4.339857,1.324577,2.13861,' >50K'
-0.942137,7.815056,-3.316423,1.655631,' <=50K'
0.593922,6.876468,3.297739,-1.490305,' <=50K'
-4.988763,2.058144,3.913365,2.273088,' <=50K'
2.587957,6.268616,-2.306083,1.02506,' <=50K'
-1.068422,5.624331,-3.609799,4.514644,' <=50K'
-0.52049,-5.203842,0.029769,-2.097668,' <=50K'
-0.620786,-1.567107,1.454415,1.432518,' >50K'
-4.3408,3.657735,1.006914,1.142104,' >50K'
-2.472769,6.88569,0.256233,2.263024,' <=50K'
-3.099499,2.484885,-1.879818,0.545846,' <=50K'
-4.619537,4.592487,0.973103,0.321626,' <=50K'
-2.365069,-0.264263,-1.538812,2.336242,' <=50K'
2.862339,8.287556,0.467561,1.510854,' <=50K'
4.419969,3.562626,-2.051636,2.30107,' <=50K'
-1.894982,2.297274,0.757683,4.468061,' <=50K'
1.340341,2.945271,0.702244,2.378954,' >50K'
-0.658835,5.787756,-1.346984,1.212123,' <=50K'
3.593072,4.294595,-3.093613,0.922732,' <=50K'
1.193348,0.757008,1.537115,0.948732,' >50K'
-1.103176,0.498248,-1.818082,1.530039,' <=50K'
-0.664328,3.116274,-0.76269,2.092325,' <=50K'
-1.636943,1.940908,2.72701,2.684738,' >50K'
-1.570547,2.854626,1.087411,-1.853709,' <=50K'
-1.322436,2.114216,0.682438,-1.167786,' <=50K'
-1.502076,-0.040186,0.51376,2.606387,' >50K'
-0.831558,5.532579,-3.51307,4.298261,' >50K'
-2.445199,6.52693,-0.943292,2.640226,' <=50K'
0.467375,6.395213,-1.92507,1.93292,' <=50K'
0.669319,-0.900931,-1.092752,6.55179,' <=50K'
1.399145,5.488936,-1.448424,4.260567,' <=50K'
-1.544936,0.155904,-1.209893,1.426259,' >50K'
3.999034,4.199096,0.902216,0.837394,' <=50K'
3.971128,4.652062,-4.069078,3.518868,' <=50K'
-0.73243,1.072803,-0.067097,2.367503,' >50K'
0.7661,7.404865,0.848792,-0.473949,' <=50K'
-4.487096,5.618743,2.821605,0.640445,' <=50K'
-4.707367,6.47476,-0.094223,2.468876,' <=50K'
-1.453827,0.370749,-0.645469,1.252826,' <=50K'
-0.075133,4.821192,-0.664579,2.563271,' <=50K'
-0.658726,2.3277,1.139003,2.245889,' <=50K'
4.191935,4.447219,-0.719238,1.460136,' <=50K'
4.539411,2.937822,-1.830195,1.648289,' <=50K'
1.817515,5.620485,1.967988,0.349302,' <=50K'
-2.887808,5.531524,-1.685019,1.681542,' <=50K'
-0.520521,-0.982666,0.582993,1.678162,' <=50K'
-2.664353,0.872701,-0.211632,1.878348,' <=50K'
-1.389657,6.487917,0.666091,0.573888,' <=50K'
-3.732113,0.340689,-2.250067,1.957909,' <=50K'
-2.346052,4.100341,1.243085,2.36028,' <=50K'
-1.689451,-2.707071,-1.244692,2.003174,' >50K'
1.21809,5.914832,-1.716619,1.844751,' <=50K'
-0.676089,10.895433,2.975532,0.268183,' <=50K'
3.758332,6.833335,0.243149,3.34702,' <=50K'
-1.373984,0.864586,-0.665387,2.524648,' >50K'
0.142777,3.515565,1.110589,-1.107937,' >50K'
1.103282,5.366299,-0.513663,-0.989846,' <=50K'
-0.632911,1.09376,0.692534,1.862117,' >50K'
-1.764453,-0.172308,-1.927581,4.898929,' >50K'
2.126313,5.476921,0.052169,2.430893,' <=50K'
1.891507,3.665869,0.929943,1.45946,' <=50K'
2.143524,2.793674,-1.349215,2.494232,' <=50K'
3.503925,5.903655,0.209202,3.175364,' <=50K'
3.288569,9.585371,-0.902219,1.09194,' <=50K'
-4.36328,5.886446,-0.531977,1.49136,' <=50K'
0.409854,4.686566,-2.006149,3.131175,' <=50K'
-1.0301,2.712346,-0.083821,1.686597,' <=50K'
-2.423077,0.391583,-1.439646,1.472746,' >50K'
1.926633,4.816758,-0.861974,1.109529,' <=50K'
-1.747025,1.561715,0.797386,1.925702,' >50K'
-0.261236,6.32307,0.670001,-0.945773,' <=50K'
-2.97323,1.714308,-1.703125,2.685676,' <=50K'
1.403012,7.102721,0.829634,1.925403,' <=50K'
1.970857,-2.044477,-1.876029,1.354355,' <=50K'
-0.1964,2.906404,-0.536313,1.457904,' >50K'
2.975637,4.994823,-0.812311,6.185087,' <=50K'
1.579307,8.459758,-2.167087,4.288698,' <=50K'
-3.41074,1.612216,1.941392,0.496228,' <=50K'
2.409063,6.568685,0.271749,1.632806,' <=50K'
2.914369,4.885344,1.209731,2.177418,' <=50K'
0.556539,3.799685,-0.256705,0.624046,' <=50K'
2.050576,7.214766,-0.87298,4.227044,' <=50K'
-0.980165,0.107304,-0.175903,-0.345745,' <=50K'
-2.332917,7.995456,-2.009222,1.768246,' <=50K'
