@relation adult-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {' <=50K',' >50K'}

@data
-1.339117,3.629445,3.450558,-2.587627,0.075514,-2.782179,-2.05807,1.330116,2.626969,-7.399383,' <=50K'
-4.218168,-0.312952,0.560111,2.016016,-1.446744,3.477257,-0.515778,1.674579,-4.974497,-2.50962,' >50K'
-0.795462,2.597345,0.041735,1.297848,-2.424955,1.129911,-1.411055,1.803743,0.690497,-6.780333,' <=50K'
0.157361,4.252935,-0.068108,3.029744,2.130038,-1.959214,-1.627296,1.025527,3.273734,-2.920899,' <=50K'
-0.098803,7.092674,-1.264111,2.048197,2.677852,0.293898,1.263283,-4.281586,0.216883,-2.032144,' <=50K'
-2.470673,2.191161,-0.682091,1.32292,-0.852661,3.768762,-0.379359,-1.326977,-3.625964,-4.286094,' >50K'
-1.086756,-0.326296,0.521582,-0.476676,-0.725146,2.548678,-0.762954,-0.289398,-2.369254,-6.815477,' <=50K'
-0.001593,3.959569,-0.797022,4.007015,0.451012,-0.957106,-1.683118,-2.253904,-3.140744,1.931186,' <=50K'
-3.150415,0.602558,-1.082364,0.536392,-1.727298,3.77795,-0.773787,0.131537,-3.1654,-3.673738,' >50K'
1.273338,4.411446,-1.745746,1.164574,2.500328,-1.204497,0.764349,-3.021472,1.275889,-2.816511,' <=50K'
4.805835,4.005384,-2.779789,3.025613,1.63736,0.687301,-1.284129,-2.874532,-2.003742,1.017101,' <=50K'
-1.804552,0.468077,0.008827,2.050221,-1.697443,1.622567,-4.611718,0.810196,2.925803,-6.619102,' >50K'
1.286589,5.088044,-2.040269,2.442561,1.141776,-1.649953,1.519472,-2.128763,0.90037,-3.552061,' <=50K'
-2.761734,-0.102615,-3.9997,3.075456,-1.521798,1.712664,-0.90465,0.748525,-0.5562,-1.612992,' >50K'
1.227624,-1.243847,0.383293,1.785824,-1.650268,4.019953,-3.81842,2.400034,-1.259746,-0.772207,' >50K'
-3.574454,1.94163,-1.025187,2.04424,-1.231052,1.360735,-1.082133,0.563408,0.754232,-6.623062,' >50K'
1.891432,1.323535,-1.494053,5.291212,1.240816,6.03425,-0.550885,-4.193071,-3.221533,-1.581216,' >50K'
-0.873762,2.624901,1.888105,0.567806,-0.942003,3.146786,-2.901009,-1.323517,-0.563987,-3.905357,' >50K'
-0.856873,-0.33866,-1.123664,2.374652,-1.483422,0.808858,-1.1024,-0.245637,0.759703,-2.344962,' <=50K'
0.321184,0.540145,0.334054,2.147284,-1.5679,5.592803,-1.357271,-1.964885,-0.600316,-1.961984,' >50K'
-3.153973,1.687935,-0.311593,2.797322,-2.417327,3.280968,-2.626009,-0.939238,-0.172128,-3.33755,' >50K'
1.017215,5.282051,-1.667378,0.25471,0.544313,1.406471,-0.683136,-1.511975,-0.787329,-0.494069,' <=50K'
1.659413,3.566404,0.901489,-1.451074,1.753791,-0.157246,0.605081,-3.583872,-1.144892,4.277277,' <=50K'
0.969542,0.460296,-0.928794,0.97873,-0.604437,0.253364,-2.782762,5.072025,-1.813335,-4.822552,' <=50K'
-0.86245,-1.739621,2.076472,0.520719,-0.130585,0.521724,-0.620475,1.71478,0.696914,-3.473189,' >50K'
-0.331925,5.750789,2.303407,0.066919,0.553086,-0.498246,-2.905267,5.190919,-3.059864,-5.248888,' <=50K'
0.464374,3.235605,-4.004233,1.140337,3.143731,-0.460182,-0.358037,-0.387994,0.615573,1.521397,' <=50K'
-0.44812,6.122092,0.123802,2.984856,1.186077,-3.821103,0.821014,-2.667064,1.148993,-1.748395,' <=50K'
-2.898322,0.146747,-3.901599,2.758426,-3.194375,2.939139,-1.667962,-1.594755,-0.187721,-1.82007,' >50K'
1.996533,-4.591473,-1.824071,0.386092,-1.163372,1.799635,-2.820163,3.661182,0.580567,-4.150823,' <=50K'
2.249096,3.44923,0.122463,3.16766,1.590504,-1.312331,-2.221673,-3.587367,-3.62252,1.174183,' <=50K'
4.542889,3.533467,-0.164872,0.38438,0.955455,-0.575381,0.529483,-3.007764,0.336623,2.586121,' <=50K'
-3.514274,-1.657316,0.514098,4.564377,-3.007132,1.324516,-3.492298,-0.836718,1.374693,-0.809394,' <=50K'
4.21223,4.172629,0.322977,1.157008,1.27363,2.07221,-2.574861,-3.700869,-3.927091,-2.047874,' >50K'
-3.284344,0.262397,-2.184569,2.237149,-2.383709,2.474862,-3.052132,-0.994164,0.388157,-3.253171,' <=50K'
-0.635739,-0.316464,-1.030828,0.441959,-0.901841,1.747758,-3.711999,-2.319449,-0.077034,-4.09224,' >50K'
0.658887,4.099352,-1.788164,2.195534,1.74009,-0.413885,-2.979746,-1.643581,1.806191,-3.348617,' <=50K'
0.824083,-0.700858,-0.264255,0.851617,-2.929433,0.488842,-2.702292,4.549427,0.089192,-5.397363,' >50K'
-4.091202,2.454904,-0.475637,3.110631,-0.63209,1.498627,-2.031639,-0.32424,-0.821222,-3.468783,' <=50K'
-1.955756,4.949703,2.250567,-1.050031,-1.452397,-1.96762,-0.907814,1.315313,1.204423,-5.248283,' <=50K'
-0.40592,6.997372,-2.101612,1.209921,1.332793,-1.309369,1.137693,-2.899454,-3.828316,0.053072,' <=50K'
-2.391161,6.291176,-2.242,2.180814,1.835712,-2.196115,0.101542,1.35775,3.944193,-6.3503,' <=50K'
-0.077025,-1.502431,1.574133,0.512852,0.255897,1.081795,-1.831162,0.803786,-0.73504,-1.461572,' <=50K'
2.401906,4.754404,-0.600308,1.738828,0.946401,-1.684253,-1.27325,-4.126026,-1.255858,-1.936812,' <=50K'
-0.77982,2.589678,0.050106,1.271932,-2.414074,1.116128,-1.422889,1.804712,0.689164,-6.791062,' <=50K'
-1.883915,0.751112,-0.794463,1.044209,-1.069626,1.022809,-1.087156,1.877837,1.184425,-6.677787,' >50K'
-7.313324,6.296849,2.514327,-2.915369,1.491556,-0.215727,-3.419881,-1.137571,-0.76179,-0.318789,' <=50K'
3.104393,2.197728,1.902998,1.25696,3.527177,1.168057,-0.555484,-1.211635,-3.93751,4.18778,' <=50K'
2.962301,-2.049692,-2.981398,-1.386671,-0.032694,-3.515048,-0.564355,0.168644,-0.001444,3.858897,' <=50K'
-0.004416,-3.699705,0.296742,1.810783,-1.163536,2.692642,-3.716006,3.927769,-2.384693,0.455756,' >50K'
1.483716,4.075452,2.070566,1.690714,2.812149,0.202362,-2.308965,-3.3643,1.027353,0.324474,' <=50K'
-2.206823,8.458845,0.612161,3.038257,0.278161,2.249594,0.513888,-2.985398,-1.053911,-0.038539,' <=50K'
-1.787255,-3.823095,0.091058,0.709719,2.113309,2.571173,0.675989,-0.011987,-0.306295,1.940024,' <=50K'
2.610946,4.266076,-0.501375,2.988472,-0.948183,1.941437,-0.355817,-1.021798,-4.141074,-4.190663,' <=50K'
1.030008,2.288977,-0.014942,2.498476,-0.546571,1.797812,-1.9188,-2.362123,-2.336626,2.201257,' >50K'
-1.200262,3.262511,0.287735,1.612805,-2.564935,1.23345,-1.141891,1.876774,-0.027048,-6.533299,' <=50K'
3.535878,7.038545,-1.08543,2.223306,0.40454,1.259235,-0.411519,0.084841,-1.087858,0.395165,' <=50K'
-1.219429,5.688584,0.555259,1.499056,1.426935,-3.028368,-1.439296,-2.181767,4.424819,-6.243547,' <=50K'
-0.362898,0.178593,-0.379644,-1.012147,-2.029255,-0.374243,-1.133457,2.559236,3.23118,-4.636122,' <=50K'
0.596347,8.223971,-1.190892,4.761887,-1.196588,0.81055,-3.372433,2.502749,-0.115539,-0.668358,' <=50K'
1.739001,7.742207,-1.834052,3.04107,0.87614,0.293911,-2.606544,0.631457,-0.180138,-1.606938,' <=50K'
-1.634943,-0.580249,-0.658208,1.065373,-1.495352,1.388039,-2.510236,-1.403679,1.327128,-6.149708,' <=50K'
0.601432,8.236321,1.635491,0.018619,1.691646,0.487394,1.085559,-0.966966,-4.203498,-4.279665,' <=50K'
-6.519023,3.131099,0.024678,-0.109443,2.106069,-2.935726,-0.490874,1.657796,1.240563,-5.067444,' <=50K'
2.177431,1.368034,-1.771807,0.489332,1.461504,-0.589156,-3.220691,2.278372,1.638336,-0.522335,' <=50K'
-1.818532,5.957015,-0.869546,1.733518,1.304913,-0.194489,2.121676,-1.840231,1.261062,-3.270286,' <=50K'
-2.4341,8.559834,1.40595,3.231485,0.154477,-0.327462,0.461986,-5.354105,0.247521,-0.765105,' <=50K'
0.59096,-0.281199,-0.445692,2.405196,-0.639305,-0.863741,0.533674,1.461681,-0.376765,-7.250114,' <=50K'
-2.204517,0.56675,-0.085123,2.008672,-1.830354,1.789517,-4.127747,0.81632,3.049488,-6.377216,' >50K'
0.835795,1.298558,-0.073219,1.895932,0.097915,1.577968,-6.438668,-1.620479,1.668778,-5.963731,' <=50K'
3.202109,8.656824,1.484606,3.19309,0.118804,-0.349372,0.187243,-2.235889,-0.304128,-0.261431,' <=50K'
4.213175,1.36772,-0.272605,2.724999,0.983097,-2.928501,-2.323304,0.258287,-0.964143,1.985784,' <=50K'
-3.207008,0.180682,-2.089154,1.792124,-2.264532,2.323252,-3.029016,-0.975466,0.421894,-3.320813,' <=50K'
-1.913343,4.988092,-2.482535,5.228403,0.112309,0.543573,-2.716734,0.336719,-2.442743,2.345664,' <=50K'
1.620231,4.280685,0.228162,1.433752,-1.538131,0.870332,-2.888533,1.367734,0.132746,-5.444195,' >50K'
-3.1351,0.235263,-1.557707,2.31401,-1.847452,0.444095,-0.052369,-2.088558,-0.896463,-3.545495,' <=50K'
-3.032715,0.119596,-2.025907,1.679408,-2.179621,2.216043,-3.206221,-0.972394,0.384643,-3.432247,' >50K'
2.727406,4.490395,-0.821441,1.298207,2.182115,0.903071,-1.185372,-3.208425,0.00181,0.885465,' <=50K'
2.183588,7.085448,-1.347996,4.784873,0.205711,0.932873,-3.33448,-2.851737,-0.968555,1.459655,' <=50K'
1.980866,5.043725,-0.012436,2.422751,0.295911,-0.257516,-0.334307,-0.599833,-1.371106,1.259995,' <=50K'
2.2087,4.825287,-3.657523,1.268321,0.122719,0.283706,-1.826072,1.74149,0.864101,-2.950249,' <=50K'
1.90156,3.184835,1.677838,1.205693,2.533815,-3.544105,-0.240191,-1.536848,2.702022,-3.261011,' <=50K'
-0.872327,2.615546,0.024619,1.284355,-2.449361,1.160545,-1.316628,1.805162,0.714967,-6.734102,' >50K'
-2.214012,7.049872,-0.394078,2.145102,2.033058,-3.463307,1.004927,-2.465506,1.940765,-6.690067,' <=50K'
-2.298476,6.824605,0.319481,2.150307,0.822469,-1.515468,0.251174,-3.929903,1.25905,-3.131219,' <=50K'
-0.946654,0.115219,-0.18799,-0.225212,-0.620447,3.464076,-1.27684,-1.204833,-3.643179,-4.398554,' >50K'
-1.155241,2.77368,-0.150785,1.89393,-2.67521,1.44693,-1.13887,1.781454,0.721146,-6.533567,' <=50K'
3.374578,5.463835,-1.681363,2.713705,1.126456,1.123363,-1.49911,-3.231461,-1.779315,2.260579,' <=50K'
2.626349,8.870123,-0.240421,1.179309,1.237331,-2.518835,2.012985,-0.218577,-3.113307,-3.751157,' <=50K'
1.467486,5.796551,-0.519068,1.100161,2.350328,-4.181643,0.319577,2.051483,-0.374101,-4.362871,' <=50K'
0.573574,8.335256,0.287059,3.22153,0.802731,0.382005,0.614968,-3.363271,-0.877496,-0.236114,' <=50K'
3.536893,3.788034,-0.698135,-1.551284,4.370621,-1.823454,1.971801,-1.050647,-0.846744,-4.153711,' <=50K'
0.909927,8.089854,-1.857685,0.607986,-0.356175,-0.491272,-2.368712,1.731566,0.762359,-3.385307,' <=50K'
0.842755,5.664276,-1.626078,4.478185,1.188126,-0.835767,-2.278084,0.097741,0.27665,0.923172,' <=50K'
1.344467,3.508239,-1.0986,2.1866,0.342748,-2.623297,-1.967258,-4.138833,0.206742,0.503807,' <=50K'
-1.856646,-0.110149,0.245168,4.430689,-1.033294,5.10799,-3.206469,0.396766,0.913068,-0.500292,' <=50K'
2.292119,0.881978,-0.982749,2.245481,0.270929,1.833529,-1.939584,-4.212416,-3.593603,-3.900925,' <=50K'
-1.418854,-0.200317,-1.2971,1.014888,-1.301473,2.190111,-3.036263,-2.30668,0.069133,-3.793014,' >50K'
2.168818,4.996084,-1.666281,-1.14389,1.834819,1.023394,-2.980319,0.421405,-0.311851,2.597155,' <=50K'
-1.535504,2.136746,0.47754,0.376188,-3.551835,0.816855,2.068926,1.684301,0.584276,0.211318,' <=50K'
1.504369,2.709385,-0.064064,2.339108,0.84054,-4.662807,-0.812799,0.083795,0.474519,-0.577563,' <=50K'
3.757836,3.619076,-5.378464,2.769728,-1.694946,1.207605,1.361172,-0.116524,-1.460211,8.932355,' <=50K'
-4.771562,-0.156122,1.253771,2.728963,-2.603253,1.738189,-1.6213,-0.693632,2.655488,-3.036235,' >50K'
-1.515086,4.248515,0.615758,1.093652,0.674133,4.775311,-0.26382,-1.871989,-5.517368,-0.167608,' >50K'
-0.159986,5.548311,-0.907889,1.91498,0.662246,-3.154413,0.065104,-4.420641,0.975061,-4.547633,' <=50K'
0.539763,4.134239,-1.197651,0.980906,2.171706,-1.838078,1.963018,-2.10263,2.716868,-4.868558,' <=50K'
0.202234,-0.467906,-0.783096,2.409322,0.094461,-0.809936,1.023672,-0.674826,0.080295,-4.995921,' <=50K'
-1.86284,-0.565911,-0.660084,0.738743,-1.508575,1.403371,-2.156441,-1.386894,1.436155,-6.025841,' >50K'
-0.516394,7.202511,0.538454,1.71709,2.14787,-1.852758,1.425105,-2.087708,1.509865,-4.247309,' <=50K'
-0.77982,2.589678,0.050106,1.271932,-2.414074,1.116128,-1.422889,1.804712,0.689164,-6.791062,' <=50K'
-0.914204,-2.048959,0.336139,0.69121,-2.159397,2.160877,-1.814795,-0.620686,1.584658,-1.463595,' <=50K'
-2.86177,0.880048,-2.301686,-1.015493,-0.004395,-0.519195,0.60143,0.560257,0.522781,0.381725,' <=50K'
-1.973483,6.033561,-3.704111,2.383508,-1.833603,-0.438243,-2.375026,0.753033,1.461879,-2.856222,' <=50K'
0.494564,2.387958,0.712852,0.046935,-0.89898,-0.834755,-0.445113,4.587621,1.224266,0.216388,' <=50K'
-1.741336,-1.189991,-0.660092,0.811135,0.200076,0.002125,-1.525006,1.02799,1.077033,-6.241871,' >50K'
-3.564805,1.309218,1.224713,0.724608,-2.063316,-5.428305,0.604823,-4.177329,1.666124,1.385323,' <=50K'
0.439958,3.983851,-1.682423,1.746149,1.102671,-0.718977,-1.815568,-3.80197,0.36256,-0.59161,' <=50K'
2.877907,2.259734,-1.829748,4.047585,0.827439,-1.657571,-4.065126,2.83827,-0.449672,2.053528,' <=50K'
0.531693,3.255052,-1.444896,1.212117,1.973847,0.207569,-2.645748,0.107071,0.013609,-0.586252,' >50K'
-4.280707,0.662769,2.124929,2.216011,-0.969042,3.075133,-3.031897,0.655976,0.549371,-1.421013,' >50K'
1.828414,4.745822,-0.105571,-1.499955,0.559452,-2.670847,0.861722,0.2053,3.180799,-2.426126,' <=50K'
-3.173498,0.188597,-2.10124,1.912657,-2.277547,2.340094,-3.099714,-0.981116,0.396636,-3.335687,' >50K'
-0.369728,1.442006,0.98342,1.308819,-2.045941,4.504055,0.601071,-0.572706,-2.257195,-4.49683,' <=50K'
1.888639,2.127034,-1.094524,1.044222,-0.450902,-3.433187,-3.207515,4.86802,1.813268,-2.144204,' <=50K'
4.555844,1.278187,-2.018836,3.353316,0.135009,-2.416749,-0.915405,-0.346535,-1.540808,3.450243,' <=50K'
3.847232,-0.593422,-2.979815,1.218462,1.331891,3.974316,1.060855,-0.881887,-6.782525,-3.272992,' >50K'
-2.910535,4.268674,-1.564007,1.607227,0.058194,-0.615076,-2.790592,1.444733,0.110131,-1.089352,' <=50K'
1.868745,5.693651,0.864768,4.368173,1.629856,-5.804424,2.483487,-2.993031,-1.232917,-2.238802,' <=50K'
0.434095,-0.171016,3.536781,1.1112,0.349087,1.728609,-1.865404,0.852942,-1.412892,-1.776279,' >50K'
-1.520762,0.353324,0.130667,1.756088,-1.536368,1.418874,-4.871762,0.820051,2.879223,-6.805638,' <=50K'
-1.785772,5.94156,-3.603666,2.072509,-1.703035,-0.603644,-2.517036,0.764662,1.445888,-2.984969,' <=50K'
0.425774,4.689427,-2.307454,-0.565301,0.893236,-0.638982,-3.646019,-1.438391,1.413526,-3.014617,' <=50K'
3.071538,1.300498,-2.144403,-0.0031,2.081693,0.031912,-1.22758,-1.015526,2.041387,0.485235,' <=50K'
-1.308461,0.990061,-0.879381,0.285661,-0.418368,3.462094,0.282294,1.96508,-2.95553,-4.817918,' <=50K'
2.108337,4.140911,0.557855,1.563663,1.854731,-1.65398,-3.59945,-1.999833,2.843815,-4.07229,' <=50K'
0.972818,5.585926,-1.53847,4.157066,1.300389,-0.978194,-2.349273,0.110434,0.279012,0.829099,' <=50K'
-1.694237,0.005317,0.47097,2.572655,-0.739978,3.565151,-2.210176,1.108282,-1.776513,-0.448804,' >50K'
-0.136356,-4.528955,0.938261,4.521607,-0.284989,3.027408,-3.808864,2.211578,1.088082,-0.27174,' <=50K'
-3.821713,-0.12071,-1.519476,1.657985,-2.561324,1.649846,-1.983761,-0.060076,1.821382,-5.443035,' >50K'
0.062991,4.823404,-1.774445,4.022894,0.433124,2.364866,-2.22054,-2.808541,0.27996,-0.462989,' <=50K'
-1.731828,-0.832354,-2.23637,3.760013,-0.707438,1.27342,-0.825679,-1.373932,-4.159303,-1.556103,' <=50K'
-3.686597,-0.221809,-2.320755,2.33225,-0.865016,1.312549,-1.806795,1.425356,0.181189,-3.148897,' >50K'
1.334881,6.038465,-1.89288,4.372751,0.598571,-0.106091,-5.572295,0.554916,1.593395,-2.574129,' <=50K'
-1.021457,0.872612,2.541445,-1.087013,-1.574054,-0.213842,0.240785,-2.846236,0.895197,-2.899021,' >50K'
1.154485,5.429186,-1.669786,3.266061,1.862654,0.458823,-6.173758,-0.343512,1.996595,-1.728804,' <=50K'
1.136195,9.160762,-0.036117,1.855726,1.77645,-2.657426,1.139964,-3.66042,1.154724,-4.902558,' <=50K'
0.69899,7.034133,0.225713,3.632275,2.181419,-3.893652,0.852761,-4.218232,1.434275,-2.607054,' <=50K'
-1.242895,-0.588551,1.773523,0.72958,-1.19101,5.101716,-3.877699,2.696978,-1.042728,-0.893251,' <=50K'
3.416765,5.907948,1.11189,2.246234,2.268425,1.591333,-1.468565,-3.191377,-0.766886,0.581181,' <=50K'
-0.374357,6.03726,0.22331,2.510542,1.310033,-3.978838,0.855902,-2.647042,1.187515,-1.815208,' <=50K'
-0.117151,-0.974468,1.154601,0.514623,-0.544056,2.076438,-4.523183,1.261981,0.725621,-4.629499,' >50K'
-6.975543,0.439887,-1.10962,-1.750996,-4.938136,4.646502,-0.973269,2.10255,-1.254738,0.154567,' >50K'
-0.857239,2.542832,0.484216,2.392362,-1.334402,5.027253,-1.805134,-0.408388,-0.514858,-1.443123,' >50K'
-1.766969,-0.355751,0.556226,2.317898,-0.722208,3.413354,-2.271233,1.180952,-1.748803,-0.837238,' >50K'
-3.155156,2.048895,-0.398318,3.568678,-3.266705,3.064225,-1.96491,-1.275263,0.796446,-1.847333,' >50K'
2.738963,-2.376786,0.756206,1.234477,0.648619,0.870939,1.473103,1.531588,-1.235422,-3.254272,' <=50K'
-0.269317,4.894464,-0.634761,0.620127,1.99029,-2.670666,-0.571985,-5.311577,1.381168,-3.754295,' <=50K'
1.210859,0.151199,-3.002998,2.128238,0.208365,0.398415,0.264633,-0.206142,-0.953147,-6.225592,' >50K'
1.169875,7.437947,-1.264,2.972258,0.581993,-0.382561,-1.632048,1.543491,1.197544,-3.753934,' <=50K'
-0.758183,3.162274,-0.812912,2.247825,-2.50075,2.27502,-1.98319,0.858761,-0.641878,-4.268554,' <=50K'
4.319371,6.158852,0.474197,3.874655,2.7487,0.601658,-1.228941,-0.874383,-2.480246,0.054067,' <=50K'
0.663619,3.234398,-0.558312,2.126837,0.007213,-3.247694,-0.862894,-3.225996,1.616346,-1.57467,' <=50K'
-1.762078,4.971826,-1.012837,1.931526,0.032505,-4.146245,-0.019811,-4.314788,1.746497,-1.81107,' <=50K'
3.713629,6.879584,0.189211,3.597136,1.09996,1.921794,-1.403177,-3.192966,-2.442509,2.06389,' <=50K'
1.452975,4.093403,1.565544,3.687339,0.534779,-1.208869,-3.674777,-3.419572,4.474554,-0.785276,' <=50K'
-0.711255,3.139274,-0.787801,2.170075,-2.468108,2.23367,-2.018693,0.861668,-0.645876,-4.30074,' <=50K'
-1.155241,2.77368,-0.150785,1.89393,-2.67521,1.44693,-1.13887,1.781454,0.721146,-6.533567,' <=50K'
1.445132,6.219563,0.152698,1.577364,2.762452,-3.019274,1.846305,-1.652565,-2.230967,-0.30886,' <=50K'
0.495397,-0.553177,-0.698266,2.346135,0.211201,-0.95697,0.693053,-0.675206,0.001553,-5.177531,' <=50K'
-1.506421,3.341158,0.27642,1.371907,-2.619299,1.296274,-0.725559,1.895759,0.044749,-6.35866,' >50K'
-0.840471,0.692273,-1.239883,1.530041,-1.195459,3.959075,-2.540277,-0.390929,0.01408,-1.883385,' <=50K'
2.299805,5.120698,2.747515,2.756321,2.49762,-1.68479,-0.669486,-2.431161,0.735952,-0.972305,' <=50K'
-1.717606,-0.588413,-0.642405,0.850225,-1.480202,1.368138,-2.357007,-1.393349,1.378976,-6.109233,' >50K'
-1.149102,3.412118,-1.99062,3.152472,-0.785335,0.684849,-0.185209,2.003055,1.254747,-2.663167,' <=50K'
0.416424,6.056459,-1.593547,2.177955,0.074317,-1.720517,-2.470019,1.164572,1.093012,-0.934244,' <=50K'
-1.692829,0.437658,0.038593,2.04117,-1.656055,1.570492,-4.741587,0.809391,2.893882,-6.68762,' <=50K'
-0.856013,5.006493,0.9179,3.568165,-3.461744,2.962408,-0.624459,0.580594,-0.164962,-2.724851,' <=50K'
1.448813,5.037742,-1.989484,2.38505,1.211027,-1.737253,1.342329,-2.127984,0.859666,-3.653595,' <=50K'
1.462592,5.136109,-0.288347,3.348547,0.890337,3.644142,-4.401149,2.433356,-2.2844,3.429891,' <=50K'
-0.897756,1.056474,-0.035491,1.937207,-2.620503,3.093804,-0.934732,-1.647109,1.549485,-3.885442,' >50K'
2.246337,4.113769,-0.168246,0.872239,1.992807,0.093364,-0.223079,-2.281666,1.398874,-1.33166,' <=50K'
-1.494661,9.052433,0.929435,2.947224,1.575077,-2.364391,1.246845,-3.632613,1.041269,-3.177617,' <=50K'
-3.205077,2.380581,-0.061152,1.502653,-0.730519,2.864411,0.619041,1.635709,-3.01653,-7.133746,' <=50K'
1.54617,3.878834,1.501695,6.123712,1.627978,-1.11095,-1.67459,-1.701641,0.538814,2.007365,' <=50K'
-1.887341,0.024696,0.332569,2.428148,-1.019312,0.7826,-1.872053,0.336661,1.45321,-3.358759,' <=50K'
-0.956338,2.627514,0.015686,1.212283,-2.464209,1.178928,-1.198655,1.809228,0.749008,-6.686213,' >50K'
2.284424,7.040805,0.558637,4.821841,1.671536,-0.560194,-3.148397,0.091157,-0.619658,0.424202,' >50K'
-0.218003,4.455107,1.195304,2.621974,-2.351021,2.849858,-1.994071,0.917442,-1.299803,-4.611303,' >50K'
-0.682388,2.099361,0.653926,2.009091,-1.202537,4.731489,-2.12605,-0.332741,-0.544085,-1.988394,' >50K'
-2.220212,2.586466,1.987413,0.133443,2.085877,-3.461326,0.091248,0.398625,2.618456,-1.691532,' <=50K'
0.192054,-0.574802,1.150063,4.619744,1.120046,2.431834,1.060306,0.281953,-4.161469,-2.027674,' >50K'
-2.717647,6.347344,-3.424025,3.862772,0.013066,0.223808,-3.694103,0.576229,1.668576,-3.69057,' <=50K'
-0.126706,4.014987,-0.586242,1.840087,4.013192,-0.993803,-3.052383,-0.935087,-0.768856,-0.160108,' <=50K'
0.630232,0.711554,-0.659587,-1.877146,-2.404954,1.335792,2.353878,3.194096,-4.09563,-1.823869,' >50K'
0.675529,7.764386,1.335761,3.129158,1.237068,3.410943,-0.942368,-2.915733,-2.132332,2.315919,' <=50K'
0.990897,4.121597,0.777976,-0.326944,1.193876,-3.144355,-0.42108,-1.378269,2.353636,-2.457425,' <=50K'
-0.701607,2.551344,0.091958,1.142349,-2.359671,1.047211,-1.48206,1.809558,0.682501,-6.844706,' <=50K'
-5.569215,-1.915276,-2.751653,1.634405,-1.160792,1.666756,-0.944659,-0.106708,1.457785,-0.575257,' <=50K'
-2.330991,4.737749,0.794655,2.383875,2.196564,-3.031799,-3.505125,-1.999632,2.168867,0.716523,' <=50K'
-0.279653,3.020756,-2.504455,2.756678,-3.27613,2.69488,-0.705283,0.25772,-1.243559,-2.892413,' <=50K'
-2.949549,1.97796,2.784426,2.791,-1.799925,2.769229,-1.180222,-0.065817,-0.194414,-1.084009,' <=50K'
0.384774,0.163703,-0.367112,0.935833,-0.909465,-0.409324,-1.796432,5.983089,-0.43432,-6.958819,' <=50K'
0.384861,-4.008728,-0.009093,1.85179,-0.776889,1.247956,-2.333118,2.32197,1.506691,-3.833233,' >50K'
2.780984,-1.730044,-0.076977,0.655151,1.715273,0.101397,-0.169547,-1.125928,-3.556384,-1.068975,' >50K'
-2.390049,5.090556,-2.098604,3.335302,1.258024,0.002687,-2.860311,-1.161125,0.893317,0.698964,' <=50K'
3.977933,2.199213,0.370732,3.28628,2.99822,0.57635,-3.977044,1.232758,-0.088436,0.649942,' >50K'
-1.001499,2.069735,0.523144,0.899866,-3.470984,0.717273,1.302164,1.655578,0.35956,-0.090061,' <=50K'
3.23128,7.656988,-1.269716,3.099511,2.291705,-4.045303,0.075096,0.48466,-1.854671,-3.860325,' <=50K'
0.007876,9.078682,-1.885327,1.315313,-2.127721,0.662675,1.034832,-1.216935,-1.801542,-0.225289,' <=50K'
0.107115,4.004039,-0.475532,-1.138869,2.417993,-4.126664,3.063877,-2.040241,-0.868367,2.715932,' <=50K'
-0.170214,-3.65252,0.250048,1.839003,-1.228008,2.773817,-3.52709,3.928314,-2.339204,0.558119,' >50K'
-0.859795,1.110888,-0.105233,2.40247,-2.703071,3.199464,-1.099489,-1.667935,1.479042,-3.887146,' >50K'
1.302788,7.77383,-0.691557,2.07311,0.879942,-0.831453,-1.681178,1.660652,0.507856,-3.890018,' <=50K'
0.688331,-3.002821,-2.560373,1.913181,-1.922667,1.891348,0.812967,0.773785,1.123837,-0.151499,' <=50K'
-3.018715,2.308712,0.014557,1.33473,-0.629949,2.737293,0.441775,1.641073,-3.050329,-7.255079,' >50K'
-0.648466,6.160109,-0.435727,0.937331,3.705786,0.118692,1.398116,-4.27723,1.932221,-3.423096,' <=50K'
3.177615,5.162267,-1.982546,0.862703,2.752927,-0.892533,2.591792,-1.106676,-2.456998,-2.119111,' <=50K'
3.755196,4.618039,-2.40702,2.618712,0.5866,1.347126,-2.108642,-3.11548,-2.253976,2.11371,' <=50K'
-0.765277,-0.520364,0.090197,-1.137381,-3.859945,2.684936,2.785095,0.25544,-5.005393,-0.43384,' <=50K'
0.048038,6.55375,1.41092,-1.663293,2.701827,-1.710309,0.445962,-0.911631,-3.767516,-3.689682,' <=50K'
-0.313709,2.016022,0.731136,2.102472,-1.091387,4.592106,-2.586353,-0.340804,-0.665105,-2.208821,' >50K'
-0.288123,1.247112,0.639354,2.03096,-1.684889,5.658862,-0.747014,-1.863047,-1.276671,-1.611485,' >50K'
