@relation adult_LDA-outV2

@attribute A numeric
@attribute Class {<=50K,>50K}

@data
0.108615,<=50K
-0.532604,<=50K
0.11074,>50K
0.275577,<=50K
0.53872,>50K
0.11717,<=50K
-0.36651,<=50K
-0.222931,<=50K
-0.316135,<=50K
-0.490915,<=50K
-0.379722,<=50K
-0.15338,<=50K
0.239386,<=50K
-0.516029,<=50K
-0.11941,>50K
0.039026,<=50K
-0.431329,<=50K
0.630294,<=50K
0.189077,>50K
-0.193553,<=50K
0.185247,<=50K
0.612858,<=50K
-0.311784,<=50K
-0.190603,<=50K
0.300063,<=50K
-0.334608,<=50K
0.115409,<=50K
-0.221935,<=50K
0.246589,<=50K
0.343991,>50K
-0.294896,<=50K
-0.294574,<=50K
0.24773,<=50K
0.00891,<=50K
-0.380086,<=50K
-0.084353,>50K
0.717583,<=50K
0.153318,<=50K
-0.245455,<=50K
-0.551647,<=50K
-0.003594,<=50K
-0.355762,<=50K
-0.363157,>50K
0.084002,>50K
0.031052,<=50K
0.115254,>50K
-0.454311,<=50K
-0.501054,<=50K
-0.546636,<=50K
0.086785,<=50K
0.175225,>50K
0.177399,<=50K
0.297024,<=50K
0.220981,>50K
-0.403903,<=50K
0.062805,<=50K
-0.188068,<=50K
-0.031363,<=50K
-0.308425,<=50K
-0.135073,<=50K
-0.253016,<=50K
0.384029,>50K
0.204941,>50K
-0.339348,<=50K
0.55198,>50K
0.102806,<=50K
0.164691,<=50K
-0.497571,<=50K
0.383901,>50K
-0.270513,<=50K
0.910601,>50K
0.08142,>50K
0.148655,<=50K
-0.238759,<=50K
-0.361202,<=50K
-0.314798,<=50K
-0.203252,<=50K
0.245644,<=50K
0.072765,<=50K
0.811944,>50K
0.317104,<=50K
-0.247489,<=50K
-0.483802,<=50K
-0.354327,<=50K
0.129692,>50K
-0.394014,<=50K
-0.504477,<=50K
0.591947,<=50K
0.0219,<=50K
-0.090692,<=50K
-0.134497,<=50K
0.487256,<=50K
-0.293139,<=50K
0.298075,<=50K
-0.407029,<=50K
0.202846,<=50K
0.045014,<=50K
0.097007,<=50K
0.105261,<=50K
-0.19326,<=50K
-0.090402,<=50K
0.309008,>50K
0.377042,>50K
-0.335295,<=50K
0.011478,<=50K
-0.081996,<=50K
0.156181,<=50K
-0.168496,<=50K
-0.239309,<=50K
0.618417,>50K
-0.333953,<=50K
-0.102233,<=50K
-0.373982,<=50K
-0.166332,<=50K
0.51808,>50K
-0.403726,<=50K
0.08395,>50K
-0.007043,<=50K
0.076537,>50K
-0.334892,<=50K
-0.44727,<=50K
-0.556618,<=50K
-0.007473,<=50K
-0.310536,<=50K
0.289854,<=50K
-0.409388,<=50K
-0.327802,<=50K
0.256894,<=50K
0.135965,<=50K
0.030757,<=50K
0.171141,>50K
-0.356781,<=50K
-0.418933,<=50K
0.684576,>50K
-0.328352,<=50K
-0.242952,<=50K
-0.183985,<=50K
-0.147519,<=50K
-0.503436,<=50K
-0.421221,<=50K
0.130735,<=50K
0.251492,<=50K
-0.377422,<=50K
0.280748,<=50K
-0.247818,<=50K
0.10271,<=50K
0.209604,<=50K
0.038144,<=50K
-0.284301,<=50K
0.271895,<=50K
-0.516492,<=50K
-0.137947,<=50K
-0.2983,<=50K
0.54258,>50K
0.101983,<=50K
-0.368612,<=50K
0.60425,>50K
0.07649,<=50K
-0.510659,<=50K
0.310446,<=50K
-0.297035,<=50K
-0.429219,<=50K
0.457077,<=50K
0.496767,<=50K
0.261026,>50K
0.639926,>50K
0.013311,<=50K
-0.20123,<=50K
-0.491035,<=50K
0.262241,<=50K
-0.146784,<=50K
-0.45298,<=50K
-0.356983,<=50K
0.12479,>50K
0.68668,<=50K
-0.003098,<=50K
0.644784,>50K
-0.125048,<=50K
-0.464846,<=50K
0.00867,<=50K
0.441469,<=50K
-0.410881,<=50K
0.145858,>50K
-0.503079,<=50K
0.415497,>50K
-0.044553,<=50K
0.686347,>50K
-0.261301,<=50K
0.51808,>50K
0.045888,<=50K
-0.042758,>50K
0.269534,>50K
-0.323859,<=50K
0.341759,<=50K
0.583555,<=50K
-0.559925,<=50K
0.147682,>50K
-0.38306,<=50K
0.71924,>50K
0.071429,<=50K
-0.287349,<=50K
-0.340144,<=50K
-0.320821,<=50K
-0.113453,<=50K
-0.470782,<=50K
0.375393,>50K
0.251732,>50K
-0.424536,<=50K
0.183292,<=50K
0.13493,<=50K
0.129484,>50K
0.353414,<=50K
-0.233862,<=50K
-0.282621,<=50K
0.178364,<=50K
-0.401199,<=50K
0.29329,>50K
-0.376523,<=50K
0.464222,<=50K
0.326795,>50K
-0.232497,<=50K
-0.252137,<=50K
-0.120356,<=50K
-0.273441,<=50K
-0.299361,<=50K
0.260287,>50K
-0.179512,<=50K
-0.242531,<=50K
0.290186,<=50K
0.187958,<=50K
0.286513,<=50K
0.089924,<=50K
-0.349676,<=50K
0.245854,>50K
-0.542909,<=50K
0.552186,<=50K
-0.174281,<=50K
0.18092,<=50K
0.801318,>50K
0.074015,>50K
0.583361,>50K
0.218799,<=50K
-0.318728,<=50K
0.118916,>50K
-0.152386,<=50K
-0.347088,<=50K
0.081772,<=50K
0.313685,>50K
-0.056641,<=50K
-0.35134,<=50K
0.187722,>50K
-0.189275,<=50K
-0.027156,<=50K
-0.368208,<=50K
-0.202917,>50K
-0.116567,<=50K
0.126848,>50K
0.148087,<=50K
0.064288,<=50K
-0.463065,<=50K
0.327044,>50K
-0.413018,<=50K
-0.306555,<=50K
-0.29702,<=50K
0.121457,<=50K
-0.4472,<=50K
-0.270178,<=50K
-0.152388,<=50K
-0.204871,<=50K
0.194507,<=50K
-0.459427,<=50K
0.344966,>50K
0.089377,<=50K
0.368999,>50K
-0.373618,<=50K
-0.127812,<=50K
0.50387,>50K
0.156085,<=50K
0.056227,>50K
-0.314483,<=50K
0.165295,>50K
0.141016,<=50K
0.065416,<=50K
-0.42254,<=50K
1.315747,>50K
0.876679,>50K
-0.457945,<=50K
0.193869,>50K
0.104705,<=50K
-0.383134,<=50K
-0.405129,<=50K
-0.08908,<=50K
-0.396653,<=50K
-0.327066,<=50K
0.661509,<=50K
-0.354653,<=50K
-0.468604,<=50K
0.581487,>50K
0.381265,>50K
0.51632,<=50K
0.077618,<=50K
-0.050648,<=50K
-0.192086,<=50K
0.176982,>50K
0.309053,<=50K
0.43386,>50K
-0.054433,<=50K
-0.306167,<=50K
-0.267895,<=50K
-0.556022,<=50K
0.002354,<=50K
0.434183,>50K
-0.335356,<=50K
0.131197,<=50K
-0.072767,<=50K
-0.400033,<=50K
-0.377774,<=50K
0.140101,<=50K
0.034406,<=50K
0.083574,<=50K
0.358232,>50K
0.519365,>50K
0.48387,<=50K
-0.217963,<=50K
0.266048,<=50K
-0.368233,<=50K
0.230071,<=50K
0.135596,>50K
-0.192931,<=50K
0.002052,<=50K
0.395395,>50K
0.554678,>50K
-0.220833,<=50K
-0.320123,<=50K
-0.043476,<=50K
0.01713,<=50K
0.352042,>50K
0.262598,>50K
-0.332325,<=50K
0.324228,>50K
-0.3996,<=50K
-0.08213,<=50K
0.09687,>50K
0.038767,<=50K
-0.463949,<=50K
-0.259992,<=50K
-0.474604,<=50K
-0.469805,<=50K
-0.358149,<=50K
-0.462701,<=50K
0.357263,>50K
-0.003012,<=50K
-0.36943,<=50K
-0.268793,<=50K
-0.356753,<=50K
0.038269,<=50K
0.667956,>50K
0.115838,<=50K
0.095334,>50K
0.793315,>50K
-0.267846,<=50K
0.260793,>50K
0.320699,<=50K
-0.270027,<=50K
-0.163036,<=50K
0.023329,<=50K
0.005901,<=50K
0.171994,<=50K
0.305496,<=50K
-0.307898,<=50K
0.041888,<=50K
-0.306737,<=50K
0.311613,<=50K
0.639355,>50K
-0.086849,<=50K
-0.104336,<=50K
0.043983,<=50K
0.607764,>50K
0.323585,>50K
-0.315839,<=50K
-0.308579,<=50K
-0.276572,<=50K
0.556117,<=50K
-0.413653,<=50K
0.170945,<=50K
-0.121935,<=50K
0.239508,>50K
0.092001,>50K
-0.454369,<=50K
-0.241276,<=50K
-0.092178,<=50K
0.183061,<=50K
-0.112142,<=50K
-0.314302,<=50K
0.344191,>50K
0.003271,>50K
-0.301552,<=50K
0.336792,<=50K
0.253685,<=50K
-0.263707,<=50K
-0.241807,<=50K
0.062435,<=50K
-0.30446,<=50K
0.671413,>50K
0.239605,<=50K
0.200052,>50K
-0.093478,<=50K
-0.363105,<=50K
-0.211029,<=50K
-0.309854,<=50K
-0.385519,<=50K
0.317136,>50K
-0.314929,<=50K
-0.045892,<=50K
-0.168207,<=50K
-0.320074,<=50K
-0.360505,<=50K
0.103707,<=50K
-0.446621,<=50K
-0.090251,<=50K
-0.200308,<=50K
0.084534,<=50K
-0.350179,<=50K
-0.374279,<=50K
-0.262169,<=50K
-0.300598,<=50K
0.567416,>50K
-0.08327,<=50K
-0.227139,<=50K
-0.054809,<=50K
0.127307,>50K
0.19867,>50K
0.343709,>50K
0.187491,<=50K
0.550467,>50K
-0.399131,<=50K
0.134338,<=50K
0.036933,<=50K
0.478977,<=50K
0.367915,>50K
-0.197419,<=50K
0.246305,<=50K
-0.259771,<=50K
-0.193967,<=50K
0.529826,>50K
-0.263837,<=50K
-0.05884,<=50K
-0.414767,<=50K
-0.353605,>50K
-0.160798,<=50K
-0.310187,<=50K
0.343749,>50K
-0.492325,<=50K
0.606357,>50K
0.108712,<=50K
-0.313165,<=50K
-0.373422,<=50K
0.224081,<=50K
0.275912,>50K
0.325995,>50K
0.553061,<=50K
0.401088,<=50K
0.336419,<=50K
0.228874,>50K
-0.34211,<=50K
0.172392,>50K
0.24305,>50K
0.103342,>50K
0.094751,<=50K
-0.312352,<=50K
0.713936,>50K
-0.062043,<=50K
0.26298,>50K
-0.35184,<=50K
0.110299,<=50K
0.151671,<=50K
0.300075,<=50K
-0.522877,<=50K
0.180813,<=50K
-0.289269,<=50K
-0.121028,<=50K
-0.373114,<=50K
-0.442001,<=50K
-0.453088,<=50K
0.184415,<=50K
-0.153976,<=50K
-0.161278,<=50K
-0.273159,<=50K
-0.325014,<=50K
0.055984,<=50K
0.257243,<=50K
0.263952,<=50K
-0.167725,<=50K
0.042552,<=50K
-0.254362,<=50K
0.10606,<=50K
0.10581,<=50K
-0.281467,<=50K
0.173382,>50K
-0.369063,<=50K
0.201507,<=50K
-0.531134,<=50K
0.161407,>50K
0.145327,<=50K
0.225503,<=50K
0.016885,<=50K
0.314598,>50K
0.096508,<=50K
0.07979,>50K
-0.517394,<=50K
0.040786,<=50K
-0.376764,<=50K
0.396702,>50K
-0.074953,>50K
-0.283175,<=50K
0.633736,<=50K
-0.312753,<=50K
0.570242,<=50K
0.186546,>50K
-0.341606,<=50K
0.454667,>50K
0.141731,<=50K
-0.344863,<=50K
-0.399376,<=50K
-0.023204,<=50K
-0.257573,<=50K
-0.066654,<=50K
-0.561493,<=50K
-0.389798,<=50K
-0.183091,<=50K
-0.226963,<=50K
0.184441,>50K
0.035584,<=50K
-0.030155,<=50K
-0.198533,<=50K
-0.364808,<=50K
-0.212035,<=50K
0.049755,<=50K
-0.367567,<=50K
-0.437323,<=50K
-0.201797,<=50K
-0.4322,<=50K
-0.012038,<=50K
0.375895,<=50K
0.179682,<=50K
0.070676,<=50K
0.069152,<=50K
0.026177,<=50K
-0.331487,<=50K
0.478532,<=50K
0.04804,<=50K
-0.315633,<=50K
-0.337163,<=50K
0.385779,>50K
0.17693,<=50K
-0.50053,<=50K
-0.405171,<=50K
-0.203656,<=50K
-0.459191,<=50K
-0.509724,<=50K
0.066674,<=50K
0.341682,>50K
-0.049637,<=50K
-0.249178,<=50K
-0.492393,<=50K
-0.380946,<=50K
0.058681,<=50K
0.372703,<=50K
0.688848,>50K
-0.054345,<=50K
0.167665,<=50K
-0.266553,<=50K
-0.30918,<=50K
-0.300565,<=50K
0.336429,>50K
-0.076771,<=50K
0.548817,>50K
0.446947,>50K
-0.334036,<=50K
0.310257,<=50K
-0.452927,<=50K
0.666323,>50K
0.119485,<=50K
-0.501448,<=50K
0.103591,<=50K
-0.005808,<=50K
0.075727,<=50K
0.294453,>50K
-0.042886,<=50K
0.215281,>50K
-0.49824,<=50K
0.864764,>50K
0.179938,<=50K
0.184193,<=50K
0.044927,<=50K
0.094656,>50K
0.414392,>50K
0.563726,>50K
-0.394647,<=50K
-0.317511,<=50K
0.653051,>50K
-0.337695,<=50K
0.42856,>50K
-0.328313,<=50K
0.268125,<=50K
-0.278591,<=50K
-0.077791,<=50K
-0.402414,>50K
0.442135,>50K
-0.002976,<=50K
-0.398288,<=50K
-0.266924,<=50K
-0.037243,>50K
0.097389,<=50K
-0.17851,<=50K
-0.15804,<=50K
-0.360816,<=50K
-0.165341,<=50K
0.563495,>50K
0.434325,>50K
-0.292927,<=50K
-0.393249,<=50K
0.671794,>50K
0.030613,<=50K
0.115179,<=50K
-0.432023,<=50K
-0.41168,<=50K
-0.733461,<=50K
-0.100097,<=50K
-0.440678,<=50K
-0.469707,<=50K
0.636586,<=50K
-0.340881,<=50K
-0.25608,<=50K
-0.453858,<=50K
-0.240823,<=50K
-0.479722,<=50K
0.003238,<=50K
0.755783,>50K
-0.39641,<=50K
-0.460982,<=50K
0.238133,<=50K
1.029884,>50K
-0.304338,<=50K
0.216417,<=50K
0.066364,<=50K
-0.289382,<=50K
0.08236,>50K
0.02304,<=50K
0.315553,<=50K
0.739727,>50K
-0.07901,<=50K
0.209656,>50K
0.620339,>50K
0.579327,>50K
-0.14292,<=50K
0.124534,<=50K
-0.167625,<=50K
-0.243255,<=50K
0.37485,>50K
-0.149164,<=50K
-0.432042,<=50K
1.057332,>50K
0.194507,<=50K
-0.537373,<=50K
0.180409,>50K
-0.286751,<=50K
0.623639,>50K
-0.314222,<=50K
0.662919,>50K
-0.473355,<=50K
0.558854,>50K
0.391507,<=50K
-0.108208,<=50K
0.688367,>50K
-0.448771,<=50K
-0.060004,<=50K
-0.206888,<=50K
0.957888,>50K
0.135357,<=50K
0.098657,<=50K
-0.424598,<=50K
0.074939,<=50K
-0.327542,<=50K
0.076288,<=50K
0.167958,<=50K
0.138798,<=50K
0.03052,<=50K
0.713329,>50K
-0.403272,<=50K
-0.315167,<=50K
0.227327,<=50K
-0.191723,<=50K
-0.191791,<=50K
0.385962,<=50K
0.111192,<=50K
0.208272,<=50K
-0.234783,<=50K
-0.252192,<=50K
-0.071095,<=50K
-0.15498,<=50K
-0.585996,<=50K
0.013189,<=50K
-0.040189,<=50K
0.464642,>50K
0.440578,>50K
-0.304189,<=50K
-0.092506,<=50K
-0.276565,<=50K
0.050927,<=50K
-0.406495,<=50K
0.185413,>50K
-0.30732,<=50K
0.157354,>50K
0.450977,>50K
0.655298,>50K
0.74038,>50K
-0.169613,<=50K
0.635831,>50K
0.213976,<=50K
-0.37222,<=50K
-0.345749,<=50K
-0.014058,<=50K
-0.114438,>50K
0.251288,<=50K
0.019823,<=50K
0.137449,<=50K
0.151594,<=50K
0.134731,<=50K
-0.327001,<=50K
-0.326787,<=50K
-0.388644,<=50K
-0.158915,<=50K
-0.003802,<=50K
-0.088272,<=50K
-0.338291,<=50K
-0.280567,<=50K
-0.314582,<=50K
0.010133,<=50K
0.435615,<=50K
0.234904,>50K
0.483372,>50K
0.169307,>50K
0.042502,>50K
-0.396699,<=50K
0.073807,<=50K
0.033827,<=50K
-0.305801,<=50K
0.071025,<=50K
-0.257015,<=50K
0.419321,<=50K
0.355247,<=50K
-0.058713,<=50K
0.425526,<=50K
-0.046952,<=50K
-0.013668,<=50K
-0.473933,<=50K
-0.188723,<=50K
0.065862,>50K
-0.439743,<=50K
-0.262543,<=50K
-0.302444,<=50K
-0.375174,<=50K
0.227401,<=50K
-0.179679,<=50K
-0.138631,<=50K
0.230005,<=50K
-0.332157,<=50K
0.018559,<=50K
0.039184,<=50K
-0.302618,<=50K
-0.494229,<=50K
-0.457143,<=50K
0.693972,>50K
-0.494107,<=50K
-0.162515,<=50K
0.166987,>50K
-0.266553,<=50K
0.438557,<=50K
-0.118107,<=50K
0.596998,>50K
-0.04526,<=50K
0.233823,<=50K
0.515957,>50K
-0.272909,<=50K
0.038947,<=50K
0.120124,<=50K
-0.486601,<=50K
-0.366403,<=50K
-0.078333,<=50K
-0.210102,<=50K
-0.211486,<=50K
-0.254347,<=50K
-0.155644,>50K
0.178345,<=50K
0.244292,<=50K
0.071734,>50K
-0.373448,<=50K
-0.397107,<=50K
0.149654,<=50K
0.593024,>50K
-0.40378,<=50K
0.624802,>50K
-0.400971,<=50K
0.048885,<=50K
0.068345,<=50K
-0.489621,<=50K
0.374285,>50K
-0.205086,<=50K
0.067701,<=50K
0.009371,<=50K
0.099215,<=50K
0.598465,>50K
-0.270061,<=50K
-0.510373,<=50K
-0.382976,<=50K
0.159728,<=50K
0.516142,>50K
-0.567158,<=50K
0.425359,>50K
0.066554,<=50K
-0.346758,<=50K
-0.337695,<=50K
-0.268113,<=50K
0.023828,<=50K
-0.430249,<=50K
0.493158,<=50K
-0.265958,<=50K
0.679702,>50K
0.338295,>50K
0.67756,>50K
-0.030609,<=50K
0.32826,<=50K
-0.013913,<=50K
0.134854,>50K
-0.337426,<=50K
0.040666,<=50K
0.738092,>50K
0.288274,<=50K
0.165996,<=50K
-0.230281,<=50K
0.658202,>50K
0.1549,<=50K
-0.366427,<=50K
0.077602,>50K
0.637954,>50K
0.198198,>50K
-0.220453,<=50K
-0.374112,<=50K
0.147815,>50K
0.066199,<=50K
-0.244136,<=50K
-0.216892,<=50K
0.505661,<=50K
0.462724,>50K
0.255433,<=50K
-0.458705,<=50K
0.371484,>50K
0.464168,>50K
-0.284543,<=50K
0.11311,>50K
-0.410399,<=50K
-0.25054,<=50K
-0.337259,<=50K
-0.315911,<=50K
-0.381584,<=50K
0.061351,<=50K
0.039565,<=50K
-0.507808,<=50K
-0.429676,<=50K
-0.007749,<=50K
0.162413,>50K
0.020269,<=50K
0.163848,<=50K
0.367106,>50K
-0.378664,<=50K
0.42256,>50K
0.076255,<=50K
0.033471,>50K
0.252757,<=50K
0.126043,>50K
0.500169,<=50K
0.502444,<=50K
-0.408869,<=50K
0.178802,<=50K
0.043582,<=50K
-0.434731,<=50K
-0.299561,<=50K
0.500179,>50K
-0.434128,<=50K
0.642952,>50K
-0.493874,<=50K
-0.430369,<=50K
-0.191673,<=50K
0.66436,>50K
0.060594,<=50K
0.125966,<=50K
-0.401978,<=50K
-0.38709,<=50K
0.101578,>50K
-0.309917,<=50K
0.693077,>50K
0.38075,<=50K
-0.042232,<=50K
0.761095,<=50K
-0.269196,<=50K
0.494921,>50K
-0.278638,<=50K
0.549071,>50K
0.211591,>50K
-0.548464,<=50K
0.168489,>50K
-0.291624,<=50K
-0.532989,<=50K
-0.230985,<=50K
0.055319,<=50K
-0.444516,<=50K
0.1235,>50K
-0.435651,<=50K
0.501235,<=50K
-0.357474,<=50K
-0.218507,<=50K
0.048226,<=50K
0.092602,<=50K
0.510628,<=50K
0.020369,<=50K
-0.361832,<=50K
-0.513429,<=50K
0.82818,>50K
0.268536,>50K
-0.067165,<=50K
-0.35184,<=50K
0.124498,<=50K
-0.248138,<=50K
0.087775,<=50K
-0.499213,<=50K
0.636215,>50K
0.154704,>50K
0.033298,<=50K
0.02727,<=50K
0.009662,<=50K
-0.282058,<=50K
-0.041725,<=50K
0.23067,>50K
-0.360731,<=50K
-0.375425,<=50K
-0.39901,<=50K
-0.325446,<=50K
0.219641,<=50K
0.70492,>50K
0.11007,<=50K
0.275391,<=50K
-0.391936,<=50K
0.66134,>50K
-0.360846,<=50K
0.114082,<=50K
0.022368,<=50K
-0.48471,<=50K
-0.108991,<=50K
-0.430787,<=50K
-0.345722,<=50K
0.192209,<=50K
-0.53638,<=50K
0.08827,<=50K
0.253649,<=50K
-0.300002,<=50K
0.066979,<=50K
0.143564,>50K
0.596952,>50K
0.375369,>50K
0.42154,>50K
0.137158,<=50K
0.336747,<=50K
-0.108869,<=50K
-0.354371,<=50K
0.358746,>50K
0.24197,<=50K
0.440569,<=50K
-0.185699,<=50K
-0.438381,<=50K
-0.227024,<=50K
-0.0391,<=50K
-0.183003,>50K
0.109762,>50K
-0.369384,<=50K
0.077834,<=50K
-0.000765,<=50K
-0.34265,<=50K
-0.267085,<=50K
0.515273,<=50K
0.617761,<=50K
-0.419627,<=50K
-0.355792,<=50K
-0.247328,<=50K
0.578928,>50K
0.114082,>50K
-0.364213,<=50K
0.162413,<=50K
0.077034,<=50K
-0.215258,<=50K
0.449625,>50K
0.481656,>50K
-0.315041,<=50K
0.013998,<=50K
0.156583,<=50K
-0.315457,<=50K
0.060427,<=50K
-0.284676,<=50K
0.089532,<=50K
-0.456407,<=50K
0.080628,<=50K
0.503619,<=50K
0.092635,<=50K
0.387081,>50K
0.328513,<=50K
-0.458705,<=50K
0.31141,<=50K
-0.46316,<=50K
-0.436339,<=50K
-0.213375,>50K
-0.485399,<=50K
-0.041238,<=50K
0.092807,<=50K
0.092089,<=50K
-0.007682,<=50K
-0.52368,<=50K
0.451435,>50K
0.201024,<=50K
-0.481695,<=50K
-0.474168,<=50K
0.041322,<=50K
0.071692,<=50K
-0.294632,<=50K
0.158872,<=50K
0.47366,>50K
-0.315476,<=50K
0.14479,<=50K
0.490676,>50K
0.01285,<=50K
0.749961,<=50K
0.44367,>50K
0.752493,>50K
-0.41476,<=50K
-0.126294,<=50K
-0.355094,<=50K
-0.294148,<=50K
0.505828,>50K
0.276443,>50K
-0.34914,<=50K
0.388647,>50K
-0.43448,<=50K
0.386805,>50K
0.199357,<=50K
0.409363,<=50K
0.119265,<=50K
-0.215901,<=50K
-0.320088,<=50K
0.448391,>50K
-0.065472,<=50K
-0.406946,<=50K
-0.233311,<=50K
-0.177664,<=50K
-0.075031,<=50K
-0.46508,<=50K
0.092003,>50K
0.901738,>50K
-0.287179,<=50K
0.4023,<=50K
0.624403,>50K
-0.072119,<=50K
0.129431,<=50K
-0.263582,<=50K
0.111219,<=50K
0.349383,>50K
0.370976,<=50K
-0.331151,<=50K
0.227748,>50K
0.204959,<=50K
0.339997,>50K
0.666568,>50K
0.10159,<=50K
-0.406433,<=50K
-0.406962,<=50K
0.043639,<=50K
0.390217,>50K
-0.195661,<=50K
-0.396224,<=50K
-0.258075,<=50K
-0.247754,<=50K
0.442486,>50K
0.715887,>50K
-0.193669,<=50K
0.341618,<=50K
0.270435,<=50K
-0.452927,<=50K
0.704897,>50K
-0.15262,<=50K
0.308141,<=50K
0.246969,<=50K
0.087409,<=50K
0.222782,<=50K
0.225029,>50K
0.631221,>50K
-0.229514,<=50K
0.5793,>50K
0.229162,<=50K
0.253891,>50K
-0.220918,<=50K
0.205294,>50K
-0.333832,<=50K
-0.425664,<=50K
-0.409118,<=50K
-0.421782,<=50K
-0.109556,<=50K
-0.033929,<=50K
-0.27043,<=50K
-0.319829,<=50K
0.053439,<=50K
-0.456562,<=50K
-0.288596,<=50K
-0.302276,<=50K
-0.265119,<=50K
-0.401135,<=50K
0.17543,<=50K
0.06285,<=50K
0.030694,<=50K
0.119453,<=50K
0.241243,>50K
-0.097868,<=50K
0.099857,>50K
-0.230194,<=50K
-0.257322,<=50K
0.204234,<=50K
-0.415491,<=50K
-0.384501,<=50K
-0.334953,<=50K
-0.388624,<=50K
-0.470911,<=50K
0.02841,<=50K
1.110533,>50K
-0.377341,<=50K
-0.19891,<=50K
0.01274,<=50K
-0.331422,<=50K
0.071371,<=50K
0.063778,<=50K
0.172495,<=50K
0.413485,<=50K
0.786213,>50K
-0.394949,<=50K
0.083915,<=50K
-0.412081,<=50K
0.16114,<=50K
-0.372619,<=50K
-0.320809,<=50K
-0.096106,<=50K
0.58311,>50K
0.091481,<=50K
0.649089,>50K
0.131495,<=50K
0.49517,>50K
-0.265298,<=50K
0.091398,<=50K
0.31823,>50K
0.555341,>50K
-0.444107,<=50K
0.204541,<=50K
-0.174292,<=50K
0.500169,<=50K
-0.316216,<=50K
0.176914,<=50K
0.393292,>50K
-0.400695,<=50K
0.187693,<=50K
-0.397333,<=50K
-0.020023,<=50K
-0.204754,<=50K
-0.321481,<=50K
0.197476,<=50K
0.134458,<=50K
-0.428496,<=50K
0.173005,<=50K
-0.098828,<=50K
0.091091,<=50K
-0.243169,<=50K
0.324241,>50K
0.349877,>50K
0.458586,<=50K
0.199971,>50K
0.62741,<=50K
-0.199954,<=50K
-0.292985,<=50K
0.261866,<=50K
-0.097056,<=50K
0.042985,<=50K
-0.398789,<=50K
0.513883,>50K
-0.399489,<=50K
-0.373696,<=50K
0.23302,>50K
-0.363573,<=50K
-0.163243,<=50K
0.088468,<=50K
-0.462858,<=50K
-0.278754,<=50K
-0.162836,<=50K
0.526302,>50K
0.51327,>50K
0.263117,<=50K
-0.397107,<=50K
0.079988,<=50K
-0.308325,<=50K
-0.355317,<=50K
0.139805,<=50K
-0.362366,<=50K
0.097322,<=50K
0.839684,>50K
-0.440244,<=50K
-0.347132,<=50K
-0.425262,<=50K
0.276315,>50K
0.025289,<=50K
0.137416,>50K
-0.306857,<=50K
0.617719,>50K
-0.375523,<=50K
0.023757,<=50K
-0.453689,<=50K
0.417284,<=50K
-0.491191,<=50K
-0.281588,<=50K
0.548901,>50K
0.349866,<=50K
0.336679,>50K
0.20497,>50K
0.035365,>50K
-0.428495,<=50K
0.053002,>50K
0.114303,>50K
0.549971,>50K
0.160838,<=50K
0.124783,<=50K
-0.278102,>50K
0.759529,<=50K
0.326041,>50K
-0.241883,<=50K
-0.349251,<=50K
0.319531,>50K
0.462344,>50K
0.119659,<=50K
0.156026,<=50K
0.156244,<=50K
0.029607,<=50K
0.090414,<=50K
-0.465509,<=50K
-0.320506,<=50K
0.134409,<=50K
0.242079,<=50K
0.453677,>50K
0.423046,>50K
-0.376217,<=50K
-0.197142,<=50K
-0.311148,<=50K
0.260619,<=50K
-0.314114,<=50K
0.1596,<=50K
0.368166,<=50K
-0.351357,<=50K
-0.451689,<=50K
-0.129175,<=50K
-0.482555,<=50K
-0.282955,<=50K
0.079719,<=50K
-0.52036,<=50K
-0.207217,<=50K
-0.282714,<=50K
0.15421,<=50K
-0.204144,<=50K
-0.309572,<=50K
-0.378766,<=50K
-0.357725,<=50K
-0.328645,<=50K
-0.154646,<=50K
0.09121,<=50K
0.11784,<=50K
-0.400829,<=50K
0.474809,>50K
0.666871,>50K
0.071926,<=50K
0.454954,>50K
-0.446521,<=50K
-0.396223,<=50K
0.169162,>50K
-0.244411,<=50K
0.264372,<=50K
-0.396343,<=50K
0.134932,<=50K
-0.289023,<=50K
0.603838,<=50K
0.599976,>50K
-0.477852,<=50K
-0.443442,<=50K
-0.230441,<=50K
-0.364525,<=50K
-0.468172,<=50K
0.01567,>50K
0.173184,>50K
0.353242,>50K
1.152207,>50K
-0.162166,<=50K
0.182555,<=50K
0.00741,<=50K
0.46714,<=50K
-0.365341,<=50K
-0.429046,<=50K
0.320788,>50K
0.349214,>50K
-0.121668,<=50K
-0.31637,<=50K
0.505661,>50K
-0.499771,<=50K
0.570745,<=50K
-0.352779,<=50K
0.025809,<=50K
-0.433294,<=50K
-0.273366,<=50K
-0.230894,<=50K
-0.457656,<=50K
0.366798,>50K
0.351382,<=50K
0.463109,<=50K
-0.38781,<=50K
0.22316,>50K
0.191116,>50K
-0.410621,<=50K
0.016953,<=50K
-0.416946,<=50K
0.364683,<=50K
0.547166,>50K
0.345212,>50K
-0.347137,<=50K
0.164604,<=50K
0.10774,<=50K
-0.174565,<=50K
-0.217604,>50K
-0.367235,<=50K
-0.351784,<=50K
-0.027089,<=50K
0.317366,>50K
-0.43823,<=50K
-0.386887,<=50K
0.166918,<=50K
0.262939,<=50K
0.176502,>50K
-0.24317,>50K
0.069427,<=50K
0.38395,<=50K
-0.351869,<=50K
-0.429394,<=50K
